feature,shap_importance
return_kurtosis1,3.6816368103027344
return_kurtosis2,1.2609446048736572
return_skew2,0.4220525026321411
return_autocorrelation_lag1_rolling_sd1,0.19673588871955872
return_sd2,0.041537776589393616
return_skew1,0.020773325115442276
return_mean2,0.013139959424734116
return_correlation_ts1_lag_2,0.0
price2_granger_cause_price1,0.0
return_correlation_ts2_lag_3,0.0
return_correlation_ts2_lag_2,0.0
return_correlation_ts2_lag_1,0.0
return_correlation_ts1_lag_3,0.0
return_mean1,0.0
return_correlation_ts1_lag_1,0.0
return_correlation_ts1_lag_0,0.0
return_autocorrelation_lag1_rolling_sd2,0.0
return_autocorrelation_lag1_2,0.0
return_autocorrelation_lag1_1,0.0
return_sd1,0.0
price1_granger_cause_price2,0.0
