feature,mean_importance
sqreturn_correlation_ts2_lag_2,-0.06669786824415816
mean1,0.0
sqreturn_correlation_ts2_lag_3,0.0
sqreturn_correlation_ts2_lag_1,0.0
sqreturn_correlation_ts1_lag_3,0.0
sqreturn_correlation_ts1_lag_2,0.0
sqreturn_correlation_ts1_lag_1,0.0
sqreturn_correlation_ts1_lag_0,0.0
sqreturn_autocorrelation_ts2_lag2,0.0
sqreturn_autocorrelation_ts2_lag1,0.0
sqreturn_autocorrelation_ts1_lag3,0.0
sqreturn_autocorrelation_ts1_lag2,0.0
return_correlation_ts2_lag_3,0.0
return_correlation_ts2_lag_2,0.0
return_correlation_ts2_lag_1,0.0
price2_granger_cause_price1,0.0
return_correlation_ts1_lag_3,0.0
return_correlation_ts1_lag_1,0.0
mean2,0.0
sd1,0.0
sd2,0.0
skewness1,0.0
return_correlation_ts1_lag_2,0.0
return_autocorrelation_1_lag1,0.0
price1_granger_cause_price2,0.0
return_autocorrelation_1_lag3,0.0
return_autocorrelation_2_lag1,0.0
return_autocorrelation_2_lag2,0.0
return_autocorrelation_2_lag3,0.0
return_autocorrelation_1_lag2,0.0
skewness2,0.005203438491439338
sqreturn_autocorrelation_ts1_lag1,0.005318043754667656
return_correlation_ts1_lag_0,0.06911296679145247
kurtosis2,0.1547626884495211
kurtosis1,0.32534676512997357
sqreturn_autocorrelation_ts2_lag3,0.537993529795566
