name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,10.95
2_DecisionTree,Decision Tree,accuracy,0.7816091954022989,15.33
3_Linear,Linear,accuracy,0.8390804597701149,14.16
4_Default_Xgboost,Xgboost,accuracy,0.9080459770114943,15.36
5_Default_NeuralNetwork,Neural Network,accuracy,0.9310344827586207,13.14
6_Default_RandomForest,Random Forest,accuracy,0.896551724137931,18.1
Ensemble,Ensemble,accuracy,0.9425287356321839,0.33
