name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,7.41
2_DecisionTree,Decision Tree,accuracy,0.9540229885057471,12.59
3_Linear,Linear,accuracy,0.9655172413793104,11.87
4_Default_Xgboost,Xgboost,accuracy,0.9080459770114943,12.38
5_Default_NeuralNetwork,Neural Network,accuracy,0.9770114942528736,9.55
6_Default_RandomForest,Random Forest,accuracy,0.9425287356321839,16.36
Ensemble,Ensemble,accuracy,0.9885057471264368,0.48
