name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5402298850574713,7.56
2_DecisionTree,Decision Tree,accuracy,0.9770114942528736,12.37
3_Linear,Linear,accuracy,1.0,11.23
4_Default_Xgboost,Xgboost,accuracy,0.9885057471264368,11.42
5_Default_NeuralNetwork,Neural Network,accuracy,0.9885057471264368,9.55
6_Default_RandomForest,Random Forest,accuracy,1.0,14.89
Ensemble,Ensemble,accuracy,1.0,0.41
