feature,mean_importance
price2_granger_cause_price1,-0.00015654454767281278
return_sd2,-3.12806114214477e-05
price1_granger_cause_price2,-2.5652411960511156e-05
return_autocorrelation_1_lag2,-1.43724320447354e-05
return_correlation_ts2_lag_3,-7.34386235238943e-06
sqreturn_correlation_ts2_lag_3,-7.3438623523887355e-06
sqreturn_correlation_ts2_lag_2,-6.872125713001942e-06
return_correlation_ts2_lag_2,-6.872125713001248e-06
return_autocorrelation_2_lag3,-2.8371632735640915e-06
return_correlation_ts2_lag_1,3.8125014961698514e-08
sqreturn_correlation_ts2_lag_1,3.81250149623924e-08
sqreturn_correlation_ts1_lag_1,1.6990510665546022e-07
return_correlation_ts1_lag_1,1.6990510665546022e-07
return_autocorrelation_2_lag1,2.9118873248162867e-06
return_autocorrelation_2_lag2,9.626185132285276e-06
return_autocorrelation_1_lag1,1.1101103531354489e-05
sqreturn_correlation_ts1_lag_2,1.3940512619015077e-05
return_correlation_ts1_lag_2,1.3940512619017159e-05
return_autocorrelation_1_lag3,1.6216950007284098e-05
return_correlation_ts1_lag_3,2.8379315378889576e-05
sqreturn_correlation_ts1_lag_3,2.8379315378890267e-05
return_mean2,3.897461383666825e-05
sqreturn_autocorrelation_ts1_lag3,3.9517795823833246e-05
sqreturn_autocorrelation_ts1_lag1,0.00011069165766064217
sqreturn_autocorrelation_ts2_lag3,0.00011312069026107943
sqreturn_autocorrelation_ts2_lag1,0.00014744353235967498
sqreturn_autocorrelation_ts2_lag2,0.00015856646114198667
sqreturn_autocorrelation_ts1_lag2,0.00018515585040821265
return_mean1,0.00022038021369590808
return_skew1,0.004409044970613224
return_sd1,0.006539130986294678
return_skew2,0.009119725615750454
return_kurtosis1,0.03562010385278513
return_kurtosis2,0.05392727843764894
return_correlation_ts1_lag_0,0.3187267480584841
sqreturn_correlation_ts1_lag_0,0.31872674805848417
