,0
0,0.893
1,0.96
2,0.906
3,0.94
4,0.926
5,0.946
6,0.933
7,0.933
8,0.966
9,0.919
10,0.913
11,0.94
12,0.94
13,0.906
14,0.933
15,0.946
16,0.919
17,0.919
18,0.9731543624161074
19,0.9060402684563759
20,0.9328859060402684
21,0.959731543624161
22,0.9261744966442953
23,0.9530201342281879
24,0.9664429530201343
25,0.9463087248322147
26,0.9530201342281879
27,0.9395973154362416
28,0.8523489932885906
29,0.9530201342281879
