feature,mean_importance
price1_granger_cause_price2,0.0
return_correlation_ts1_lag_1,0.0
return_correlation_ts2_lag_1,0.0
durbin_watson_statistic2,0.0
return_autocorrelation_lag1_2,0.0
return_autocorrelation_lag1_1,0.0
return_correlation_ts1_lag_2,0.0
return_kurtosis1,0.0
return_kurtosis2,0.0
return_skew1,0.0
return_sd2,0.0
return_sd1,0.0
return_correlation_ts2_lag_2,0.0
return_correlation_ts2_lag_3,0.0
durbin_watson_statistic1,0.0
return_correlation_ts1_lag_3,0.0
return_correlation_ts1_lag_0,0.0010001296205703989
price2_granger_cause_price1,0.001068918637446073
return_skew2,0.002217719058164959
co_integration_statistic,0.011109358827468208
price_adf_p_values,0.01277515181214683
return_mean1,0.01673245338210022
standardised_price_mean2,0.029211604156260784
return_autocorrelation_lag1_rolling_sd1,0.08824453374173402
return_mean2,0.08977275250357572
standardised_price_mean1,0.10642997147274406
return_autocorrelation_lag1_rolling_sd2,0.483400477643322
