feature,mean_importance
return_correlation_ts1_lag_3,0.0
return_correlation_ts2_lag_3,0.0
sqreturn_autocorrelation_ts1_lag1,0.0
sqreturn_autocorrelation_ts1_lag2,0.0
sqreturn_autocorrelation_ts1_lag3,0.0
sqreturn_autocorrelation_ts2_lag1,0.0
sqreturn_autocorrelation_ts2_lag2,0.0
return_correlation_ts2_lag_2,0.0
sqreturn_autocorrelation_ts2_lag3,0.0
sqreturn_correlation_ts1_lag_1,0.0
sqreturn_correlation_ts1_lag_2,0.0
sqreturn_correlation_ts1_lag_3,0.0
sqreturn_correlation_ts2_lag_1,0.0
sqreturn_correlation_ts2_lag_2,0.0
sqreturn_correlation_ts2_lag_3,0.0
sqreturn_correlation_ts1_lag_0,0.0
return_correlation_ts2_lag_1,0.0
price1_granger_cause_price2,0.0
return_correlation_ts1_lag_2,0.0
return_sd2,0.0
return_skew1,0.0
return_skew2,0.0
price2_granger_cause_price1,0.0
return_autocorrelation_1_lag3,0.0
return_autocorrelation_1_lag1,0.0
return_autocorrelation_2_lag2,0.0
return_autocorrelation_2_lag3,0.0
return_correlation_ts1_lag_0,0.0
return_correlation_ts1_lag_1,0.0
return_autocorrelation_2_lag1,0.0
return_kurtosis2,6.65797584358252e-05
return_autocorrelation_1_lag2,6.859391585162244e-05
return_kurtosis1,0.002739421526590957
return_mean1,0.07488861865010751
return_sd1,0.1032443152762007
return_mean2,0.16238016821872228
