,0
0,1.0
1,0.9664429530201343
2,0.9865771812080537
3,0.9932885906040269
4,0.9932885906040269
5,0.9798657718120806
6,0.9865771812080537
7,0.9932885906040269
8,0.9798657718120806
9,0.9932885906040269
10,0.9932885906040269
11,0.9932885906040269
12,0.9731543624161074
13,0.9664429530201343
14,0.9865771812080537
15,0.9798657718120806
16,0.9865771812080537
17,0.9798657718120806
18,1.0
19,0.9865771812080537
