,0
0,0.9865771812080537
1,0.9328859060402684
2,0.8859060402684564
3,0.959731543624161
4,0.959731543624161
5,0.9798657718120806
6,0.8993288590604027
7,0.9530201342281879
8,0.9463087248322147
9,0.9463087248322147
10,0.8926174496644296
11,0.8926174496644296
12,0.9060402684563759
13,0.912751677852349
14,0.9530201342281879
15,0.9530201342281879
16,0.9261744966442953
17,0.9731543624161074
18,0.9731543624161074
19,0.9261744966442953
