name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,1.7
2_DecisionTree,Decision Tree,accuracy,0.9195402298850575,5.67
3_Linear,Linear,accuracy,0.9425287356321839,6.26
4_Default_Xgboost,Xgboost,accuracy,0.9770114942528736,4.81
5_Default_NeuralNetwork,Neural Network,accuracy,0.9770114942528736,3.06
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,8.01
Ensemble,Ensemble,accuracy,0.9885057471264368,0.18
