name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,38.33
2_DecisionTree,Decision Tree,accuracy,0.9885057471264368,8.11
3_Linear,Linear,accuracy,0.9425287356321839,3.42
4_Default_Xgboost,Xgboost,accuracy,0.9885057471264368,3.51
5_Default_NeuralNetwork,Neural Network,accuracy,0.9540229885057471,1.92
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,6.82
Ensemble,Ensemble,accuracy,0.9885057471264368,0.17
