name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5287356321839081,17.89
2_DecisionTree,Decision Tree,accuracy,0.7586206896551724,18.32
3_Linear,Linear,accuracy,0.8620689655172413,10.17
4_Default_Xgboost,Xgboost,accuracy,0.9080459770114943,11.13
5_Default_NeuralNetwork,Neural Network,accuracy,0.9310344827586207,7.91
6_Default_RandomForest,Random Forest,accuracy,0.8735632183908046,13.83
Ensemble,Ensemble,accuracy,0.9655172413793104,0.35
