name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,0.8
2_DecisionTree,Decision Tree,accuracy,0.8045977011494253,13.84
3_Linear,Linear,accuracy,0.9080459770114943,5.49
4_Default_Xgboost,Xgboost,accuracy,0.8850574712643678,7.13
5_Default_NeuralNetwork,Neural Network,accuracy,0.9195402298850575,3.0
6_Default_RandomForest,Random Forest,accuracy,0.8620689655172413,9.25
Ensemble,Ensemble,accuracy,0.9540229885057471,0.44
