name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,2.18
2_DecisionTree,Decision Tree,accuracy,1.0,5.73
3_Linear,Linear,accuracy,1.0,5.4
4_Default_Xgboost,Xgboost,accuracy,1.0,5.37
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,4.04
6_Default_RandomForest,Random Forest,accuracy,1.0,9.09
Ensemble,Ensemble,accuracy,1.0,0.17
