name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5287356321839081,1.31
2_DecisionTree,Decision Tree,accuracy,0.9310344827586207,5.34
3_Linear,Linear,accuracy,0.9655172413793104,4.24
4_Default_Xgboost,Xgboost,accuracy,0.9770114942528736,4.7
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,2.72
6_Default_RandomForest,Random Forest,accuracy,0.9770114942528736,8.03
Ensemble,Ensemble,accuracy,1.0,0.35
