name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,2.9
2_DecisionTree,Decision Tree,accuracy,1.0,894.22
3_Linear,Linear,accuracy,1.0,26.95
4_Default_Xgboost,Xgboost,accuracy,1.0,902.56
5_Default_NeuralNetwork,Neural Network,accuracy,0.9540229885057471,11.79
6_Default_RandomForest,Random Forest,accuracy,1.0,2112.49
Ensemble,Ensemble,accuracy,1.0,0.16
