feature,mean_importance
price2_granger_cause_price1,-0.00036391170288891593
return_correlation_ts1_lag_3,-7.355852548257893e-05
sqreturn_correlation_ts1_lag_3,-7.355852548257616e-05
return_autocorrelation_2_lag2,-2.9091967159336484e-05
price1_granger_cause_price2,-2.733207225577017e-05
return_correlation_ts1_lag_2,-2.3622745926902418e-05
sqreturn_correlation_ts1_lag_2,-2.362274592689964e-05
return_autocorrelation_1_lag1,-1.6159853737227058e-05
return_autocorrelation_1_lag3,-5.451615033017637e-06
return_correlation_ts2_lag_1,-2.94531425983624e-06
sqreturn_correlation_ts2_lag_1,-2.9453142598355465e-06
sqreturn_correlation_ts1_lag_1,-2.503236156963656e-06
return_correlation_ts1_lag_1,-2.503236156963656e-06
return_correlation_ts2_lag_2,-2.35890056202448e-06
sqreturn_correlation_ts2_lag_2,-2.35890056202448e-06
return_autocorrelation_2_lag1,-1.6131166443861257e-07
return_autocorrelation_1_lag2,2.9250197997016112e-06
return_mean1,1.3315461741978536e-05
return_autocorrelation_2_lag3,2.815505775241381e-05
return_mean2,4.1707412024531015e-05
sqreturn_autocorrelation_ts2_lag3,8.404012397312047e-05
sqreturn_correlation_ts2_lag_3,8.516495170851762e-05
return_correlation_ts2_lag_3,8.516495170851762e-05
sqreturn_autocorrelation_ts2_lag2,0.00012056998475767564
sqreturn_autocorrelation_ts2_lag1,0.00017516896972012973
sqreturn_autocorrelation_ts1_lag3,0.00018572599346337594
sqreturn_autocorrelation_ts1_lag2,0.00023731468370673803
return_sd1,0.0003724169197785052
sqreturn_autocorrelation_ts1_lag1,0.00048116564367133225
return_sd2,0.0008998798351939612
return_skew1,0.006674523612932287
return_skew2,0.02306907202330217
return_kurtosis1,0.0507810841187107
return_kurtosis2,0.058888316466587244
sqreturn_correlation_ts1_lag_0,0.3533443236332282
return_correlation_ts1_lag_0,0.3533443236332282
