name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.4942528735632184,1.52
2_DecisionTree,Decision Tree,accuracy,0.9885057471264368,5.37
3_Linear,Linear,accuracy,0.9885057471264368,4.42
4_Default_Xgboost,Xgboost,accuracy,0.9885057471264368,4.57
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,3.09
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,7.76
Ensemble,Ensemble,accuracy,1.0,0.35
