feature,weight
intercept,-1.297090360034562
return_mean1,-0.027585349046024957
return_mean2,-0.05703442013638322
return_sd1,-0.4072965034177921
return_sd2,0.3790070486474116
return_skew1,0.6364973892036353
return_skew2,0.5501841275739192
return_kurtosis1,-0.9388047686885492
return_kurtosis2,-0.9022736717592507
return_autocorrelation_1_lag1,0.0645471016511952
return_autocorrelation_1_lag2,0.13414212594062652
return_autocorrelation_1_lag3,-0.12336792567812857
return_autocorrelation_2_lag1,-0.013574928916450346
return_autocorrelation_2_lag2,0.06606203200253058
return_autocorrelation_2_lag3,-0.13297643501342948
return_correlation_ts1_lag_0,2.2554556646905457
return_correlation_ts1_lag_1,0.023800201132027108
return_correlation_ts1_lag_2,0.10047713001524249
return_correlation_ts1_lag_3,-0.1280275018018893
return_correlation_ts2_lag_1,-0.02077187385166316
return_correlation_ts2_lag_2,0.09516775826080079
return_correlation_ts2_lag_3,-0.17181742901777983
sqreturn_autocorrelation_ts1_lag1,-0.31628411593011874
sqreturn_autocorrelation_ts1_lag2,-0.29225980905809346
sqreturn_autocorrelation_ts1_lag3,-0.20120968398951133
sqreturn_autocorrelation_ts2_lag1,-0.25253338101351147
sqreturn_autocorrelation_ts2_lag2,-0.3010304923127176
sqreturn_autocorrelation_ts2_lag3,-0.20259547225304023
sqreturn_correlation_ts1_lag_0,2.2554556646905457
sqreturn_correlation_ts1_lag_1,0.023800201132027108
sqreturn_correlation_ts1_lag_2,0.10047713001524249
sqreturn_correlation_ts1_lag_3,-0.1280275018018893
sqreturn_correlation_ts2_lag_1,-0.02077187385166316
sqreturn_correlation_ts2_lag_2,0.09516775826080079
sqreturn_correlation_ts2_lag_3,-0.17181742901777983
price2_granger_cause_price1,-0.2070657092091769
price1_granger_cause_price2,0.041822778986376805
