0,0.507692,0.505747
1,0.507692,0.505747
2,0.507692,0.505747
3,0.784615,0.712644
4,0.903846,0.850575
5,0.930769,0.873563
6,0.946154,0.862069
7,0.969231,0.862069
8,0.973077,0.873563
9,0.984615,0.931034
10,0.984615,0.931034
11,0.984615,0.91954
12,0.984615,0.942529
13,0.988462,0.942529
14,0.992308,0.931034
15,0.992308,0.942529
16,0.992308,0.942529
17,0.992308,0.942529
18,0.996154,0.942529
19,0.996154,0.942529
20,0.996154,0.942529
21,0.996154,0.942529
22,0.996154,0.954023
23,0.996154,0.942529
24,0.996154,0.954023
25,0.996154,0.954023
26,0.996154,0.954023
27,0.996154,0.954023
28,0.996154,0.954023
29,0.996154,0.954023
30,0.996154,0.954023
31,0.996154,0.954023
32,0.996154,0.954023
33,0.996154,0.954023
34,1.0,0.965517
35,1.0,0.965517
36,1.0,0.965517
37,1.0,0.965517
38,1.0,0.965517
39,1.0,0.965517
40,1.0,0.954023
41,1.0,0.965517
42,1.0,0.965517
43,1.0,0.954023
44,1.0,0.977011
45,1.0,0.965517
46,1.0,0.965517
47,1.0,0.965517
48,1.0,0.977011
49,1.0,0.977011
50,1.0,0.965517
51,1.0,0.965517
52,1.0,0.965517
53,1.0,0.965517
54,1.0,0.965517
55,1.0,0.965517
56,1.0,0.965517
57,1.0,0.965517
58,1.0,0.977011
59,1.0,0.977011
60,1.0,0.977011
61,1.0,0.965517
62,1.0,0.965517
63,1.0,0.965517
64,1.0,0.965517
65,1.0,0.965517
66,1.0,0.965517
67,1.0,0.965517
68,1.0,0.965517
69,1.0,0.965517
70,1.0,0.965517
71,1.0,0.977011
72,1.0,0.965517
73,1.0,0.965517
74,1.0,0.977011
75,1.0,0.977011
76,1.0,0.977011
77,1.0,0.977011
78,1.0,0.977011
79,1.0,0.977011
80,1.0,0.977011
81,1.0,0.977011
82,1.0,0.977011
83,1.0,0.977011
84,1.0,0.977011
85,1.0,0.977011
86,1.0,0.977011
87,1.0,0.977011
88,1.0,0.977011
89,1.0,0.977011
90,1.0,0.977011
91,1.0,0.977011
92,1.0,0.977011
93,1.0,0.977011
94,1.0,0.977011
