feature,shap_importance
return_mean1,0.21278381748191
return_mean2,0.19549021912915485
return_sd1,0.035837260293711745
sqreturn_autocorrelation_ts2_lag2,0.027845711651066373
sqreturn_autocorrelation_ts2_lag3,0.02510649980942631
sqreturn_autocorrelation_ts1_lag3,0.024580152957262683
sqreturn_autocorrelation_ts2_lag1,0.012195068650840633
sqreturn_autocorrelation_ts1_lag2,0.0016304130142996206
sqreturn_correlation_ts1_lag_2,0.0001800335969614969
return_correlation_ts1_lag_2,0.0001715233201735422
sqreturn_autocorrelation_ts1_lag1,0.0
sqreturn_correlation_ts1_lag_0,0.0
price2_granger_cause_price1,0.0
return_correlation_ts2_lag_3,0.0
sqreturn_correlation_ts1_lag_3,0.0
sqreturn_correlation_ts2_lag_1,0.0
sqreturn_correlation_ts2_lag_2,0.0
sqreturn_correlation_ts2_lag_3,0.0
sqreturn_correlation_ts1_lag_1,0.0
return_correlation_ts2_lag_1,0.0
return_correlation_ts2_lag_2,0.0
return_correlation_ts1_lag_3,0.0
return_correlation_ts1_lag_1,0.0
return_correlation_ts1_lag_0,0.0
return_autocorrelation_2_lag3,0.0
return_autocorrelation_2_lag2,0.0
return_autocorrelation_2_lag1,0.0
return_autocorrelation_1_lag3,0.0
return_autocorrelation_1_lag2,0.0
return_autocorrelation_1_lag1,0.0
return_kurtosis2,0.0
return_kurtosis1,0.0
return_skew2,0.0
return_skew1,0.0
return_sd2,0.0
price1_granger_cause_price2,0.0
