name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,1.75
2_DecisionTree,Decision Tree,accuracy,1.0,5.61
3_Linear,Linear,accuracy,1.0,4.76
4_Default_Xgboost,Xgboost,accuracy,1.0,4.63
5_Default_NeuralNetwork,Neural Network,accuracy,0.9655172413793104,3.19
6_Default_RandomForest,Random Forest,accuracy,1.0,6.84
Ensemble,Ensemble,accuracy,1.0,0.17
