name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,0.71
2_DecisionTree,Decision Tree,accuracy,0.9770114942528736,12.41
3_Linear,Linear,accuracy,0.9770114942528736,3.91
4_Default_Xgboost,Xgboost,accuracy,1.0,4.37
5_Default_NeuralNetwork,Neural Network,accuracy,0.9885057471264368,2.47
6_Default_RandomForest,Random Forest,accuracy,1.0,7.44
Ensemble,Ensemble,accuracy,1.0,0.16
