name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,1.78
2_DecisionTree,Decision Tree,accuracy,0.9540229885057471,6.59
3_Linear,Linear,accuracy,1.0,5.22
4_Default_Xgboost,Xgboost,accuracy,0.9770114942528736,5.51
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,3.52
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,7.95
Ensemble,Ensemble,accuracy,1.0,0.35
