feature,shap_importance
return_kurtosis1,1.7440715838628527
return_mean2,0.6480937967057846
return_sd1,0.48652086092474034
return_skew1,0.3228890672171205
return_kurtosis2,0.26732851980450584
return_skew2,0.2208524855331634
price1_granger_cause_price2,0.19941115126745937
return_mean1,0.15966922690511484
sqreturn_autocorrelation_ts1_lag1,0.10491325351996066
sqreturn_autocorrelation_ts1_lag2,0.06828996569123512
return_sd2,0.058765672059689786
sqreturn_correlation_ts1_lag_0,0.05417588389914221
return_correlation_ts1_lag_0,0.05417588389914221
sqreturn_autocorrelation_ts2_lag1,0.0531025170026177
sqreturn_autocorrelation_ts1_lag3,0.03087538426046204
sqreturn_autocorrelation_ts2_lag2,0.02846429246922768
return_autocorrelation_2_lag2,0.023472100751355713
return_autocorrelation_1_lag1,0.017922649162920783
return_autocorrelation_2_lag1,0.017336145247771887
return_correlation_ts1_lag_1,0.016343562905427336
sqreturn_correlation_ts1_lag_1,0.016343562905427336
return_correlation_ts1_lag_3,0.01488329500333828
sqreturn_correlation_ts1_lag_3,0.01488329500333828
return_correlation_ts1_lag_2,0.013282841008200394
sqreturn_correlation_ts1_lag_2,0.013282841008200394
return_autocorrelation_1_lag2,0.009887168553103079
sqreturn_correlation_ts2_lag_2,0.008142856106575008
return_correlation_ts2_lag_2,0.008142856106575008
sqreturn_autocorrelation_ts2_lag3,0.007683863483304504
return_correlation_ts2_lag_3,0.0074207725638226075
sqreturn_correlation_ts2_lag_3,0.0074207725638226075
price2_granger_cause_price1,0.003141892028718323
return_correlation_ts2_lag_1,0.0028202436657649753
sqreturn_correlation_ts2_lag_1,0.0028202436657649753
return_autocorrelation_1_lag3,0.0027633143837417695
return_autocorrelation_2_lag3,0.00042190994388804757
