name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,0.63
2_DecisionTree,Decision Tree,accuracy,0.9195402298850575,5.01
3_Linear,Linear,accuracy,0.9080459770114943,3.45
4_Default_Xgboost,Xgboost,accuracy,0.9770114942528736,4.08
5_Default_NeuralNetwork,Neural Network,accuracy,0.9425287356321839,1.96
6_Default_RandomForest,Random Forest,accuracy,0.9425287356321839,6.96
Ensemble,Ensemble,accuracy,0.9770114942528736,0.36
