name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,3.73
2_DecisionTree,Decision Tree,accuracy,1.0,4.11
3_Linear,Linear,accuracy,0.9885057471264368,2.97
4_Default_Xgboost,Xgboost,accuracy,1.0,2.71
5_Default_NeuralNetwork,Neural Network,accuracy,0.9885057471264368,1.45
6_Default_RandomForest,Random Forest,accuracy,1.0,5.15
Ensemble,Ensemble,accuracy,1.0,0.15
