name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,5.97
2_DecisionTree,Decision Tree,accuracy,1.0,9.06
3_Linear,Linear,accuracy,1.0,3.62
4_Default_Xgboost,Xgboost,accuracy,1.0,4.85
5_Default_NeuralNetwork,Neural Network,accuracy,0.9655172413793104,2.36
6_Default_RandomForest,Random Forest,accuracy,1.0,6.71
Ensemble,Ensemble,accuracy,1.0,0.18
