name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,1.8
2_DecisionTree,Decision Tree,accuracy,1.0,5.51
3_Linear,Linear,accuracy,1.0,4.92
4_Default_Xgboost,Xgboost,accuracy,1.0,5.7
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,3.64
6_Default_RandomForest,Random Forest,accuracy,1.0,10.33
Ensemble,Ensemble,accuracy,1.0,0.18
