0,0.6032364213119574,
1,0.10687236202977475,
2,0.025678721858636237,
3,0.002978630639830999,
4,0.00031595049914033134,
5,9.251824891750302e-05,
6,7.821956068733715e-05,
7,0.00012616858058689265,
8,0.0001208757753887865,
9,9.760171474741441e-05,
10,9.178645904123588e-05,
11,8.787415757549185e-05,
12,8.804152748830669e-05,
13,8.935268968347206e-05,
14,9.08550619372658e-05,
15,9.225603644145922e-05,
16,9.347602955097698e-05,
17,9.45103753608768e-05,
18,9.537386462019842e-05,
19,9.608733624005897e-05,
20,9.667193954871676e-05,
21,9.714510995455043e-05,
22,9.752953404992097e-05,
23,9.783443166657267e-05,
24,9.80742726084247e-05,
25,9.825930415098749e-05,
26,9.840006033984486e-05,
27,9.850336733176886e-05,
28,9.857409593805055e-05,
29,9.861934380684466e-05,
30,9.864365619446877e-05,
31,9.864939202643032e-05,
32,9.863962729183519e-05,
33,9.861795392445448e-05,
34,9.858603610183694e-05,
35,9.854567118365889e-05,
36,9.849830936131761e-05,
37,9.844569832120017e-05,
38,9.838712353913258e-05,
39,9.832459969420775e-05,
40,9.826059961379274e-05,
41,9.81900715806078e-05,
42,9.81176896252918e-05,
43,9.804346333215362e-05,
44,9.796762181535461e-05,
45,9.789040208910942e-05,
46,9.781199791331077e-05,
47,9.773255018369554e-05,
48,9.765218151164982e-05,
49,9.757100412839009e-05,
50,9.749076261407381e-05,
51,9.740568077613885e-05,
