feature,weight
intercept,-0.909576424957844
standardised_price_mean1,1.2933986673113829
standardised_price_mean2,-2.1114906506590208
return_mean1,0.279433246057498
return_mean2,-0.4496885396268109
return_sd1,0.20469614634885985
return_sd2,0.7721680222160827
return_skew1,-0.307697254211457
return_skew2,0.16282634468379684
return_kurtosis1,-0.02391639808882809
return_kurtosis2,-0.08773135419037849
return_autocorrelation_lag1_1,0.04748377350287408
return_autocorrelation_lag1_2,0.041587246206643835
return_autocorrelation_lag1_rolling_sd1,1.2757450979803684
return_autocorrelation_lag1_rolling_sd2,1.342348663588126
price_adf_p_values,0.560626250510591
return_correlation_ts1_lag_0,0.13098752325160348
return_correlation_ts1_lag_1,0.03986916567695084
return_correlation_ts1_lag_2,0.041404712803748696
return_correlation_ts1_lag_3,-0.08319629184187939
return_correlation_ts2_lag_1,0.014838337745169173
return_correlation_ts2_lag_2,0.037111237149336715
return_correlation_ts2_lag_3,-0.14828149883554556
durbin_watson_statistic1,-0.2159430753634459
durbin_watson_statistic2,0.20751965081583423
co_integration_statistic,0.6355990235941972
price2_granger_cause_price1,0.23128127023902492
price1_granger_cause_price2,-0.09888960483541938
