name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5172413793103449,4.48
2_DecisionTree,Decision Tree,accuracy,0.9770114942528736,8.88
3_Linear,Linear,accuracy,0.9540229885057471,3.6
4_Default_Xgboost,Xgboost,accuracy,0.9655172413793104,3.48
5_Default_NeuralNetwork,Neural Network,accuracy,0.9770114942528736,2.21
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,7.16
Ensemble,Ensemble,accuracy,1.0,0.34
