name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.4942528735632184,16.92
2_DecisionTree,Decision Tree,accuracy,0.9540229885057471,23.35
3_Linear,Linear,accuracy,0.9655172413793104,22.1
4_Default_Xgboost,Xgboost,accuracy,0.9540229885057471,21.28
5_Default_NeuralNetwork,Neural Network,accuracy,0.9770114942528736,20.82
6_Default_RandomForest,Random Forest,accuracy,0.9540229885057471,30.54
Ensemble,Ensemble,accuracy,0.9770114942528736,0.6
