name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,2.11
2_DecisionTree,Decision Tree,accuracy,1.0,5.59
3_Linear,Linear,accuracy,1.0,5.2
4_Default_Xgboost,Xgboost,accuracy,1.0,5.13
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,3.65
6_Default_RandomForest,Random Forest,accuracy,1.0,8.44
Ensemble,Ensemble,accuracy,1.0,0.16
