name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,0.78
2_DecisionTree,Decision Tree,accuracy,0.9195402298850575,4.38
3_Linear,Linear,accuracy,1.0,3.62
4_Default_Xgboost,Xgboost,accuracy,1.0,3.62
5_Default_NeuralNetwork,Neural Network,accuracy,0.9655172413793104,2.74
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,6.07
Ensemble,Ensemble,accuracy,1.0,0.33
