feature,weight
intercept,-3.043339884856966
mean1,-1.6820535071261769
mean2,-0.7642195760065155
sd1,-0.5237719467023645
sd2,-0.3832043704295444
skewness1,0.24216884019087406
skewness2,-0.5564476476420374
kurtosis1,-1.397197110399231
kurtosis2,-0.8196756673868454
return_autocorrelation_1_lag1,0.2105688579073175
return_autocorrelation_1_lag2,0.1885453787855492
return_autocorrelation_1_lag3,0.2267763700483833
return_autocorrelation_2_lag1,1.1716160679505614
return_autocorrelation_2_lag2,1.0431361891885575
return_autocorrelation_2_lag3,1.1337338386042228
return_correlation_ts1_lag_0,-0.050370701809039006
return_correlation_ts1_lag_1,0.2833314162546964
return_correlation_ts1_lag_2,0.2057889205494015
return_correlation_ts1_lag_3,0.2929028262584818
return_correlation_ts2_lag_1,0.3023137740346276
return_correlation_ts2_lag_2,0.22537119834752345
return_correlation_ts2_lag_3,0.23880837938944705
sqreturn_autocorrelation_ts1_lag1,-0.18145292958611545
sqreturn_autocorrelation_ts1_lag2,-0.21423979615804414
sqreturn_autocorrelation_ts1_lag3,-0.18070783162524803
sqreturn_autocorrelation_ts2_lag1,1.1440023829228125
sqreturn_autocorrelation_ts2_lag2,1.1605024788801879
sqreturn_autocorrelation_ts2_lag3,1.1421597280162679
sqreturn_correlation_ts1_lag_0,-0.050370701809039006
sqreturn_correlation_ts1_lag_1,0.2833314162546964
sqreturn_correlation_ts1_lag_2,0.2057889205494015
sqreturn_correlation_ts1_lag_3,0.2929028262584818
sqreturn_correlation_ts2_lag_1,0.3023137740346276
sqreturn_correlation_ts2_lag_2,0.22537119834752345
sqreturn_correlation_ts2_lag_3,0.23880837938944705
price2_granger_cause_price1,-0.2620907040418854
price1_granger_cause_price2,-0.45911872995792397
