"","AAPL","TGT","GOOGL","GOOG","NVDA","BBY","JNJ","WMT","V","UNP","HD","KMX","MA","BAX","BAC","RTX","PFE","UAL","CRM","ALGN","CSCO","GM","INTC","CHTR","ABT","LLY","WFC","WMB","T","TRV","DHR","COST","MS","GE","INTU","SYK","AMGN","GRMN","AMT","XLNX","BLK","MDLZ","ANTM","COO","CCI","CNP","TJX","LUMN","PNC","ALB","COP","CZR","EW","SO","FDX","CAG","FISV","CF","BSX","MGM","ADI","MPWR","NXPI","XEL","NOC","AEP","GPN","BR","MSCI","CPRT","EXC","SBAC","INFO","NOV","SPG","RSG","APH","HBAN","MSI","VRSK","PH","NCLH","SYY","NTAP","WELL","HOLX","PXD","BKR","STT","TYL","WEC","AJG","EQR","EVRG","LEN","AMCR","CDW","MAA","ETSY","FE","AEE","OXY","TSN","CMS","CRL","DRI","CFG","GL","NVR","TFX","CAH","CTXS","PHM","NWL","SJM","TAP","L","DXC","NRG","GPS","AOS","PNW","BIIB","KMI","CL","CPB","IT","J","HPE","HII","WY","PVH","BLL","LVS","CE","DVN","FITB","O","LNC","DISH","ROK","RCL","MCD","CTSH","MU","AKAM","MTD","GIS","KR","GPC","NWSA","IPGP","GLW","TRMB","MTB","PRGO","HON","HAS","AAP","FRT","CAT","MKTX","DE","NDAQ","CVX","OKE","ETN","DFS","WRK","MHK","FAST","PKI","LMT","ALL","TSCO","DISCA","PEAK","IR","WBA","CBRE","QCOM","LOW","TFC","STZ","SLB","VLO","DD","EFX","GILD","JCI","LYV","NWS","HES","BIO","REGN","PAYX","CVS","VIAC","PGR","LH"
"2018-04-06",40.483589,66.544876,1009.950012,1007.039978,53.120514,64.661667,117.375008,81.461708,115.319008,121.686188,161.307129,60.299999,166.844162,61.601151,27.555391,71.362343,29.241404,68.629997,116.099998,245.229996,36.91597,34.668713,44.771061,310.670013,54.382042,71.786377,46.72805,19.710207,28.475731,126.831436,95.183212,173.621994,48.354187,97.466667,163.372009,149.600143,153.197678,53.627213,132.792984,63.484398,477.333923,38.633163,216.023727,217.835892,96.740532,23.890009,40.095585,12.811598,132.290207,87.094559,53.706364,34.400002,45.836666,38.662983,224.181671,33.24366,69.839996,33.403084,27.35,32.826424,82.82151,107.663124,109.646339,41.498756,333.271667,61.485466,107.918373,100.896393,139.351334,49.66,34.567875,167.433777,47.360947,36.358173,129.171677,62.89019,39.972172,12.556797,98.658272,102.40963,158.054581,53.209999,55.011173,57.053844,47.380302,36.43,161.290054,26.582762,88.641045,206.660004,57.292358,63.120605,56.392532,46.000008,60.168625,9.159012,65.455132,81.81839,27.629999,29.651321,52.368191,59.34309,65.124367,41.11937,102.370003,80.461914,35.960613,80.753227,3122,243.272888,55.088821,88.709496,28.788986,21.998634,112.318924,68.409126,48.518314,82.375038,28.050594,28.010107,59.328373,70.226135,257.649994,12.388277,65.866333,39.04023,116.290001,56.365509,14.935815,241.109665,31.756659,156.171722,38.227291,62.269669,92.541458,28.324633,27.607094,45.126747,62.339417,38.509998,158.035187,108.97657,149.02594,75.919487,48.459999,69.339996,555.26001,39.834515,22.185863,80.776596,14.848541,222.470001,24.327389,34.349998,165.575653,77.756538,127.896278,76.332756,110.041786,102.445473,130.645569,202.088593,137.59819,80.481987,98.864479,43.79277,70.35099,65.15361,55.967182,236.080002,24.320652,72.469299,307.392029,89.482178,57.176594,22.620001,19.628466,29.83,56.849621,46.73,47.98457,82.910568,45.517017,216.219849,56.858345,80.285599,84.399712,113.401894,64.887169,30.893175,37.75,15.145889,48.182899,244.100006,319.609985,54.479858,56.99353,49.238716,52.885387,161.649994
"2018-04-09",40.885101,65.799255,1020.090027,1015.450012,53.408123,64.047073,118.639481,81.076431,116.386948,121.443336,159.51329,58.77,167.473373,62.468914,27.778585,71.048431,29.482515,68.519997,117.190002,249.059998,37.314774,34.806732,45.468464,316.51001,54.996056,72.244095,46.745949,19.710207,28.508158,126.81295,96.108856,174.046677,48.636791,95.75016,165.422821,151.412674,154.546158,53.709824,133.755096,63.896133,478.454132,38.819435,214.188141,219.684677,97.501839,24.103235,39.696747,12.88604,133.416855,86.544296,54.938915,34.099998,45.790001,38.645714,224.210403,33.270809,70.129997,33.702385,27.51,33.057255,82.521408,108.264793,110.234436,41.535259,329.358307,61.64698,107.630653,101.218346,141.847229,49.889999,34.532078,169.258759,47.291977,35.63081,128.6017,62.908993,40.461117,12.608542,99.350906,103.039063,157.856339,53.029999,55.13092,57.478745,46.93243,36.529999,162.460403,26.420998,89.377518,209.089996,56.928825,63.440495,55.721718,46.188389,59.386951,9.159012,65.93679,81.73835,27.6,29.599298,52.212349,60.573372,65.272972,40.919754,103.580002,80.760521,36.186024,80.918671,3116.439941,244.831055,55.185951,89.173409,28.626013,21.768326,113.379211,68.427818,48.763943,82.606247,28.584269,27.310762,59.16872,70.182091,257.519989,12.331116,65.66407,38.620625,116.269997,56.666721,15.034192,241.890457,31.577644,155.035767,38.266239,62.86338,93.513916,28.342651,27.748486,44.962093,62.058624,38.419998,158.343842,109.261284,149.007462,75.765862,47.959999,70.459999,560.219971,39.807953,21.971191,80.36937,14.992236,222.899994,24.473999,34.330002,166.623611,78.610069,127.976921,76.35083,108.507828,102.188866,130.727798,203.193466,135.298447,80.567017,99.915497,43.839119,70.31395,65.459297,56.279854,235.369995,24.320652,73.409821,308.540192,89.370186,56.889278,22.530001,19.577702,29.360001,56.294289,47.27,48.264603,80.091774,45.980026,215.28714,56.770004,80.985733,84.373215,112.697845,65.23188,30.54421,37.32,15.193821,48.663887,244.800003,319.700012,54.677242,56.930584,49.248035,52.850151,162.639999
"2018-04-10",41.65448,67.00515,1036.5,1031.640015,56.507336,65.78997,119.344971,81.236176,118.277901,121.536743,160.419495,60.82,171.779678,63.828403,28.345879,71.478615,29.889919,67.589996,119.489998,258.269989,38.529289,35.947628,47.046776,308.23999,55.865108,74.000206,47.076965,20.268047,29.026932,127.395134,97.999519,173.235062,49.357006,97.392036,167.297867,154.623108,157.744263,54.499275,129.022385,65.169655,490.223999,38.87532,216.187103,223.192352,92.826485,24.076584,39.581425,13.168923,135.500229,87.597397,56.497723,34.599998,46.766666,38.240005,227.731659,33.343201,71.129997,33.802147,27.9,33.345806,84.434616,112.418365,112.422928,41.097179,328.552826,60.893326,109.823341,102.411476,144.188263,50.599998,34.603664,160.863892,47.764896,37.429554,129.867401,63.548698,41.327656,12.82415,102.045555,104.710968,162.746017,52,55.840202,59.720749,46.510387,37.009998,171.065521,27.760021,90.841385,212.759995,56.656181,64.324898,56.079491,46.089703,58.712776,9.332644,67.545464,81.996292,29.9,29.81605,51.515705,61.9618,65.681702,40.49332,106.099998,80.797821,37.018291,81.911285,3174.219971,252.089417,56.810619,90.275291,28.597254,22.032751,112.726715,69.185211,49.549976,84.662323,28.612354,28.183367,60.568104,69.116608,265.089996,12.747597,65.949089,38.332615,117.309998,57.754971,15.427708,239.689209,31.702953,157.38736,39.084148,64.239769,96.709175,30.260977,28.084299,44.814796,62.873764,39.240002,160.916031,107.163933,150.430695,77.196495,50.48,72.489998,571.280029,39.418285,21.896524,81.78109,15.279628,229.339996,25.051254,35.029999,169.904343,79.662743,130.485748,77.833557,110.26796,102.427773,135.305252,201.795242,140.077728,81.19046,102.387962,45.044212,71.851158,66.598602,57.673435,238.830002,24.669704,74.677071,311.709015,90.620522,58.852627,22.6,19.476177,30.889999,57.109371,47.869999,49.475056,81.877007,46.808102,215.153931,58.934433,83.415031,87.287651,113.787697,66.310234,30.966648,38.310001,15.52933,50.63496,250.020004,328.040009,55.601398,57.524075,48.567791,53.193676,165.139999
"2018-04-11",41.459724,67.032761,1025.060059,1019.969971,56.093285,65.046951,118.776894,80.728767,117.356918,122.545494,159.836929,60.5,169.459396,62.613537,27.80649,71.182137,29.756889,64.870003,119.160004,257.019989,38.456779,35.883221,46.89077,303.329987,55.213318,73.542511,46.459644,20.494415,28.573002,126.221535,96.916336,174.273209,48.080685,96.794991,167.57132,152.183929,157.088211,54.425835,131.388733,65.121788,482.28244,38.959148,211.737442,220.464127,93.919182,23.836706,39.427654,13.005149,133.622498,88.527168,57.304314,34.599998,45.823334,38.386757,227.731659,33.24366,70.849998,33.929119,27.93,32.393612,85.156776,113.524719,111.719139,40.923775,328.46759,60.821548,107.848907,101.540314,143.414352,50.419998,34.433643,162.166031,47.63681,38.756493,128.760956,61.657776,41.284092,12.634417,102.121452,104.29792,160.810898,52.330002,55.748093,59.793064,46.50177,36.77,174.384735,28.056585,89.677559,214.419998,56.583477,64.023811,55.927437,46.179413,56.856319,9.332644,67.266106,82.07634,30.200001,29.911421,51.341537,62.989971,65.691002,40.420731,105.290001,80.713844,36.567478,81.181404,3090,251.773834,56.483917,90.497589,28.328819,22.10952,112.019867,69.091721,49.206097,84.62104,28.687258,27.972769,59.713448,69.134201,265.98999,12.535271,65.627289,38.557625,116.32,57.832714,15.418765,239.425827,32.007271,157.447159,39.19125,63.736004,95.449593,30.387066,27.810345,44.910118,61.596729,38.84,160.747665,107.391716,150.95752,76.745216,50.48,71.589996,565.169983,39.737099,21.915188,81.138588,15.135933,229.770004,25.115398,34.91,168.528275,77.709122,129.276138,78.954636,109.078148,102.914421,134.117477,201.277023,136.670715,81.001526,102.732559,45.283688,71.462227,65.67234,57.396515,238.509995,23.142014,73.588028,311.782623,89.762093,58.747269,22.549999,19.357725,31,57.422859,47.240002,49.691845,81.416626,46.478649,214.563828,59.676533,84.612816,85.750954,113.141479,65.70034,31.499285,37.990002,15.33761,51.804401,247.440002,322.779999,55.33223,56.714764,47.53344,52.841347,164.169998
"2018-04-12",41.868465,66.673759,1037.290039,1032.51001,58.166035,65.404709,119.509918,80.27771,118.620819,125.553078,160.299286,61,171.858337,63.413807,28.503975,71.647194,30.197544,66.099998,121.400002,263.76001,39.281563,35.726807,48.377338,306.339996,55.839775,74.065613,47.148544,20.276133,28.500055,126.868408,97.487473,178.208878,49.092625,98.362236,169.563538,152.868454,155.821777,54.435009,129.942657,66.577232,489.351746,39.145409,211.872009,220.873871,93.023529,23.570175,39.658306,12.841376,136.34967,88.603081,57.313377,35.5,46.426666,37.825665,231.472916,33.279858,70.980003,34.645615,28.23,33.595875,87.238785,117.445381,110.070541,40.175396,333.58432,59.789768,108.702179,101.511909,144.430069,50.84,33.78936,162.22522,47.991505,39.945812,125.667885,61.761261,41.700417,12.927638,102.785622,104.58313,162.887573,53.34,55.738876,61.085854,45.252876,37.049999,175.180954,28.874376,91.914284,214.639999,55.938213,64.503632,54.961479,45.434868,55.449318,9.332644,67.497307,81.252419,30.58,29.55595,50.71822,63.077854,65.161537,39.885418,106.010002,81.040436,37.486427,81.969696,2988.02002,254.653473,54.974041,91.38681,27.907003,21.973038,111.140823,68.829903,49.658066,85.876144,28.106771,28.055176,60.098518,68.068726,267.440002,12.527105,65.222748,38.404613,116.639999,57.774403,15.570806,241.956299,32.150482,161.672089,39.444412,65.103371,96.662865,29.567495,28.508476,43.930981,62.837536,38.68,162.721237,108.881683,149.367874,78.300659,52.59,71.919998,569.76001,39.480274,22.027193,81.563911,15.241308,227.580002,25.262005,34.959999,170.542282,76.684883,131.238373,78.502579,108.724167,101.719917,137.178268,198.959656,142.207169,81.823364,102.715324,45.051937,71.71225,66.329964,57.923573,239.570007,22.987885,73.885315,314.942261,90.275276,57.655449,23.18,18.816252,31.549999,57.360165,47.209999,49.863487,81.783066,47.235485,213.39325,59.685364,84.798401,88.056,112.755722,66.548912,31.416632,38.029999,15.433469,51.870419,250.479996,325.079987,55.314278,57.551056,46.648186,53.290573,164.899994
"2018-04-13",42.010315,65.836067,1036.040039,1029.27002,57.397438,65.248741,119.684029,80.832123,118.307304,125.459717,159.781448,61.720001,171.33725,63.365597,27.713491,71.333275,30.197544,66.540001,119.010002,261.720001,38.973404,35.634796,47.588177,305.910004,55.517056,74.467278,45.529202,20.332726,28.483839,125.944313,97.723785,178.293808,48.299484,100.675758,167.96196,152.666,156.24086,54.187168,130.430969,65.581398,481.786713,39.201298,213.371246,221.223648,92.93396,23.694555,39.048035,12.692491,130.70665,90.604912,58.817806,35.700001,45.946667,37.929253,233.94162,33.297955,70.900002,34.854214,28.309999,33.086117,87.01371,117.260986,109.366745,40.595219,332.210449,60.417812,109.06929,101.350914,142.795227,50.389999,34.308369,162.313995,47.80431,40.221043,127.185074,61.638947,41.443844,12.64304,102.178375,103.678322,162.812057,52.419998,55.655979,60.995438,45.330406,37.02,180.658691,29.269794,90.741386,214.210007,55.965469,64.400146,55.140362,45.802654,55.634956,9.332644,67.03492,82.213837,28.969999,29.833389,50.883209,64.703552,65.180107,40.112244,106.050003,81.852242,36.654175,82.076736,3022.399902,253.963181,53.349358,91.725113,28.079567,21.938923,111.331123,68.240814,49.549976,85.11647,28.209759,27.51495,59.910675,68.808395,265.390015,12.518941,65.829567,38.206612,115.059998,57.58979,15.561862,241.448364,32.392155,158.563171,39.570992,64.608604,96.468369,30.260977,27.757326,44.026295,62.728867,38.529999,161.701736,107.942146,149.469543,77.599754,52.23,71.43,568.210022,39.675106,22.148527,81.011879,15.059296,230.360001,25.124559,34.880001,166.915283,76.599525,130.92482,79.343399,104.830269,101.932266,137.260483,197.580994,141.9422,81.17157,103.309738,45.198708,71.545578,65.338875,58.066513,239.199997,22.702297,73.74659,314.685089,89.911377,55.854919,22.83,18.968542,31.620001,57.163113,46.610001,50.342239,81.02198,46.256046,213.079163,60.029907,85.894958,87.658577,111.878052,66.487022,31.297251,37.779999,15.24175,53.115303,247.059998,321.559998,55.170731,57.038494,46.657505,52.911808,164.820007
"2018-04-16",42.272385,66.277931,1046.099976,1037.97998,57.394951,65.964256,120.728546,81.602661,119.414436,128.037674,161.288666,62,170.94397,63.915176,27.834385,71.972725,30.372149,67.309998,119.410004,265.5,39.245308,36.039635,48.083702,312.839996,56.257401,74.840927,45.448692,20.688448,28.88913,127.108688,98.885757,183.645187,48.682377,99.481667,171.194427,156.242798,156.149796,54.554348,130.074142,65.284576,481.860168,39.331688,216.494614,227.849274,93.444481,24.049931,39.759212,12.923265,129.250931,91.904686,59.570019,41.5,46.040001,38.904675,239.242599,33.668938,71.589996,34.872356,28.83,33.441982,87.351326,118.406136,108.778656,41.325344,333.300049,61.252201,109.575302,103.888702,144.314011,50.330002,34.532078,163.902222,48.070328,37.331257,127.646103,61.73304,41.860165,12.651664,103.345428,105.143723,164.737717,53.439999,56.429741,61.718678,45.252876,37.689999,183.35434,29.512438,91.46875,218.899994,56.719803,65.18103,55.167191,46.601017,55.820614,9.332644,68.056015,82.384544,29.389999,30.006786,51.662365,65.828392,66.220444,40.829021,107.25,82.999969,36.732197,82.806595,2999.98999,258.894073,55.000523,92.759315,28.347996,22.391012,109.609261,68.773796,50.129688,85.884407,28.762157,27.615671,60.802906,69.821053,263.109985,12.804762,66.601868,38.530624,116.690002,58.027039,15.70496,243.357956,32.651711,159.858536,39.687832,65.625137,98.561478,30.27899,27.828018,44.260242,63.399071,38.970001,162.356461,109.811714,149.377136,78.511894,51.650002,71.639999,570.76001,40.064774,22.55921,82.043541,15.279628,232.470001,25.188698,35.16,165.466309,77.26339,131.489273,79.596542,104.672943,102.39238,139.00563,199.859238,140.995773,81.218803,103.98172,46.156605,71.721519,66.283661,58.388115,239.539993,22.969753,74.687981,317.532532,91.003082,57.243637,23.4,19.061607,32.040001,59.312786,47.580002,49.475056,80.862236,46.300571,216.058044,60.533466,88.982224,88.771378,112.514603,66.018555,31.866634,38.490002,15.52933,53.03986,262.130005,318.200012,55.843647,59.439445,47.430939,53.669323,166.5
"2018-04-17",42.854218,66.692154,1079.359985,1074.160034,58.894962,66.734802,119.610718,82.598747,121.295601,128.607376,161.732513,62.970001,175.33876,64.464767,27.936691,72.391266,30.205862,67.339996,123.349998,272.649994,40.414509,36.085644,49.129791,310.480011,56.760468,74.654099,45.242916,20.80163,28.66217,126.914604,100.136368,184.985382,48.536518,102.914627,176.76091,157.775711,159.33873,55.004147,132.421692,66.921936,483.687225,39.033657,220.579086,227.189697,95.065659,24.138775,40.100395,13.116815,126.573196,91.676987,60.276928,41,46.403332,39.552082,241.127594,33.940388,72.290001,35.443741,28.860001,34.730804,89.255165,120.686707,109.096832,41.62653,336.41748,61.781551,111.033791,106.170845,145.223373,51.299999,34.961605,165.50029,48.375751,36.947922,128.450821,62.043491,42.029606,12.487804,104.986885,105.605949,165.993179,53.880001,57.571964,62.875843,45.976379,38.669998,185.320938,29.485477,91.777908,224,57.274178,65.529144,55.837997,47.112335,56.211445,9.480228,68.836273,83.247124,30.280001,30.39694,52.148186,66.100807,66.369095,41.064922,108.010002,83.438515,35.79591,83.069366,3057.330078,262.779663,55.795204,94.257439,28.635597,23.346357,109.246773,68.923409,50.110046,86.132126,29.258381,27.963614,61.516685,70.578362,264.75,13.082417,66.408798,38.27861,117.839996,58.532299,15.874892,245.512115,33.063438,160.695557,40.320747,66.119911,102.229034,30.342035,27.341978,44.719482,63.172634,38.689999,163.254364,110.998009,150.227402,78.915176,52.259998,72.489998,581.570007,40.082481,22.61521,82.115944,15.423325,235.639999,25.426935,37.099998,161.693481,78.221237,133.236496,77.806435,106.393715,103.100227,140.0746,201.413925,141.156677,81.143234,104.636429,46.09481,72.184532,66.617119,59.049171,243.479996,22.906288,75.11409,320.6922,91.208366,56.170979,23.77,19.273127,32.290001,59.088848,48.060001,49.99897,80.956207,45.490311,220.226532,60.657154,89.994446,89.486732,114.674988,66.707993,31.490099,38.970001,15.57726,53.124741,264.679993,322.630005,54.847721,60.347691,47.654575,54.858456,166.779999
"2018-04-18",42.758045,66.765793,1075.390015,1072.079956,58.604881,69.165695,117.02681,82.288635,121.961845,129.793625,166.300323,63.27,176.439941,64.811852,27.462395,72.548225,30.338894,70.580002,124.459999,277.049988,40.450764,35.81881,49.194027,317.459991,56.494701,74.467278,45.081879,20.833969,28.540583,126.11068,100.835518,185.466736,48.554749,101.94445,176.946457,158.797714,159.548309,55.059231,131.285461,65.121788,480.363586,39.108162,221.665039,226.83992,95.468681,24.112122,39.97065,13.064703,127.292061,93.72628,60.195362,41.299999,46.506668,39.215431,244.505325,33.632744,72.120003,36.296268,28.940001,35.019341,88.692459,120.123863,108.932907,41.361855,338.938019,61.664928,111.678688,105.773125,145.523254,51.830002,34.845272,165.569336,48.661476,37.665451,127.872414,62.052902,42.213558,12.496428,105.717484,106.205856,168.456848,55.43,56.973221,62.577515,45.511272,39.16,186.539276,30.339212,92.214333,225.589996,56.883381,65.689087,55.435513,46.744549,56.318916,9.419459,69.462402,82.663086,30.4,30.431616,51.845695,66.715935,66.043976,40.892536,108.120003,83.755775,35.570499,83.409958,3041,264.988739,56.413288,94.934021,28.712296,23.226933,108.911461,68.474571,50.129688,86.280762,29.380095,27.047974,61.854801,69.777031,268.029999,13.204908,66.270882,37.657589,118.139999,58.843235,15.812285,248.155472,32.982891,160.436478,40.164955,66.947525,103.201523,32.512543,27.200588,44.563519,64.159859,39.110001,165.667572,112.269707,149.543488,79.404839,54.009998,72.849998,585.630005,39.613113,22.941885,82.67701,15.356266,236.369995,25.536892,37.34,162.258453,78.496262,133.836807,77.291115,105.597252,102.763992,142.486679,198.578323,141.743469,80.907066,106.669563,46.218407,73.332825,66.774582,59.281445,245.940002,22.974289,75.708656,322.538452,91.245689,58.096016,23.51,19.180058,32.669998,59.348602,47.900002,49.890583,81.191101,45.080727,220.949875,62.141331,90.711418,90.162346,114.192764,66.893616,31.62785,39.380001,15.57726,54.624264,264.190002,321.390015,54.757992,59.898064,47.682537,53.889538,167.600006
"2018-04-19",41.54628,65.338989,1089.449951,1087.699951,56.787502,67.276024,116.871056,82.589348,121.452354,128.887619,163.739014,62.57,175.997498,64.580444,28.066883,71.995972,30.372149,70.230003,124.059998,252.779999,40.387333,34.751522,47.918522,315.549988,56.836411,74.495323,46.110733,20.656107,28.224449,126.221535,99.949272,184.107651,49.867531,104.407249,175.208176,157.679352,157.562012,54.370758,129.041199,62.143856,482.052948,38.195419,218.801132,225.071091,91.930809,23.969971,39.711166,12.893486,129.628311,93.536514,60.095665,40.799999,46.186668,39.362179,240.735321,33.17128,71.75,35.951626,28.889999,34.201817,84.265785,116.688408,103.321892,41.425743,339.241119,61.476505,111.460411,105.07238,145.107285,51.860001,34.863174,163.369507,48.769852,37.921017,125.969627,61.987041,41.729454,12.660289,105.043823,105.792793,166.304672,54.959999,56.72451,62.387669,44.718868,38.610001,187.517776,30.294279,94.723801,226,56.83794,65.95253,54.290668,46.762489,54.345226,9.419459,69.866989,81.171555,30.23,30.232208,52.111526,66.777451,65.37516,41.16473,106,83.755775,36.290058,84.879433,3052.22998,265.915802,55.018185,93.967484,27.571468,22.757792,106.065895,68.315613,50.620972,85.925705,29.483088,27.057129,61.310062,69.292709,266.019989,13.507061,64.523026,37.144566,118.879997,58.78492,15.570806,249.83934,32.785976,159.788788,39.843624,66.425774,102.979248,32.143276,27.71314,43.471748,64.866333,38.52,163.216965,111.966011,147.436325,79.088013,51.419998,72.459999,577.369995,38.993179,22.568537,79.763031,15.509542,231.089996,25.307817,36.759998,164.254242,78.458344,132.725754,75.934959,103.424141,100.551933,142.258255,198.167664,140.162964,82.125633,106.574791,46.14888,73.295784,67.886124,59.504776,240.979996,22.928957,74.420441,324.586792,91.422974,57.348988,23.379999,18.91778,32.529999,58.470825,47.549999,47.48774,79.753525,46.621109,218.532486,62.088322,91.268143,88.135506,114.559258,65.797569,31.232964,39.470001,15.721049,54.888336,262.26001,315.829987,54.668278,59.22364,47.477524,53.845497,168.259995
"2018-04-20",39.844044,64.731438,1077.319946,1072.959961,56.705685,66.322014,116.055557,81.73423,121.6875,126.711311,163.674316,61.16,174.099976,64.647957,28.141285,71.548355,30.45529,71.75,122.82,247.070007,39.961338,34.604309,47.285355,310.940002,56.181469,73.850777,47.023285,20.623772,28.102865,126.452553,99.79171,182.682495,49.648739,108.511887,173.958145,158.354202,156.313782,54.104546,128.289978,61.425705,481.465332,37.357185,217.263489,224.971146,91.912918,23.70344,39.634281,13.109369,129.502548,92.739586,59.624405,40.400002,45.696667,39.034161,236.45816,32.963169,71.339996,35.117233,28.84,34.086388,84.181412,115.97998,101.37442,41.161068,337.251343,61.422684,110.408714,104.021286,144.710617,51.5,34.541016,163.448456,48.543247,37.596645,123.429794,61.667187,41.250202,12.720657,104.910988,105.605949,166.502884,55.650002,56.328423,62.071259,44.081505,38.299999,187.018951,30.545912,90.614082,226.529999,56.483509,65.830208,53.762974,46.52029,53.368145,9.419459,68.903687,80.51564,30.01,29.8594,51.579865,67.199265,64.279076,41.001404,105.459999,84.959488,36.394093,84.840523,3058.360107,267.28656,54.806263,93.339233,27.360559,22.553078,104.144661,65.809647,50.670094,85.471535,29.183483,26.040768,61.300667,68.702721,263.019989,13.449897,62.442226,36.325535,117.720001,58.299107,15.463484,247.929703,32.454803,158.911896,39.600204,66.470741,103.451576,31.882105,27.766165,42.917183,64.83007,37.23,161.654953,113.019432,146.733932,78.511894,50.619999,71.300003,576.76001,38.444111,22.512539,79.410095,15.490381,232.130005,25.243675,36.57,165.42981,77.329796,134.912003,74.868134,102.027824,98.392944,140.724762,198.001434,139.08403,82.579063,105.368698,45.994381,73.212425,67.913902,59.201035,235.570007,22.888157,73.924957,323.309967,91.730873,57.779968,23.16,18.511673,32.169998,57.252682,47.43,46.46698,78.569626,46.932747,216.591003,61.160706,91.56337,87.486374,114.655716,65.143494,31.471733,39.25,15.67312,54.520531,260.679993,314.25,54.138912,59.006172,45.967941,53.775028,165.169998
"2018-04-23",39.728634,65.311378,1073.810059,1067.449951,55.508148,67.422806,116.211334,80.90731,121.942245,127.056923,164.275345,61.360001,172.477722,64.773277,28.197079,71.769264,30.596634,70.330002,121.889999,247.199997,40.106346,34.67791,46.89077,309.970001,55.849266,74.915657,47.06802,20.898642,28.281195,126.81295,99.653854,182.484299,48.90118,108.362625,176.077316,160.793381,159.138275,53.32428,129.773636,61.004391,477.269653,37.580711,218.349442,225.410858,93.999802,23.046,39.994678,13.198701,130.48201,92.350586,59.343468,41.150002,45.73,39.05143,238.084808,33.026505,71.089996,35.371181,28.82,34.788509,82.530792,115.485046,99.465515,41.35273,337.440826,61.404724,109.386787,103.983414,145.107285,51.939999,34.594715,163.576706,48.326492,37.72443,123.136398,61.817703,40.858082,12.944885,104.199379,105.871498,162.321228,56.75,56.503433,61.790997,43.650856,38.43,189.321289,31.408636,93.014442,227.5,56.538033,66.112473,54.031292,46.86116,53.211803,9.419459,68.980766,80.704315,29.73,29.911421,51.909859,67.8759,65.226547,41.16473,106.519997,84.959488,36.853565,84.558304,3049.570068,267.947388,54.938721,93.783852,27.62899,22.578661,103.827507,67.249634,50.719223,85.876144,29.22093,26.352087,60.953175,69.090187,259.299988,13.4254,61.378716,36.757542,117.870003,58.746052,15.579751,249.256073,32.410049,159.689148,39.424946,66.96553,103.396004,31.909115,28.216854,42.570583,65.409737,37.279999,158.269012,113.607826,146.937256,78.319862,49.02,71.669998,574.349976,39.462563,23.13789,80.351273,15.499962,225.630005,25.197863,36.130001,165.839905,77.680672,133.164825,77.860695,103.758476,98.684944,141.404282,197.571228,138.213364,82.135086,106.462799,46.318836,72.721634,67.904625,59.290382,235.929993,22.833757,74.390701,329.381439,92.010811,59.034592,23.77,18.545519,31.780001,57.861752,47.279999,45.644955,79.255508,47.662876,217.238144,60.878014,92.16227,86.903481,115.369408,65.417511,31.361538,40.110001,15.67312,55.208981,261.480011,316.01001,53.699265,59.513596,46.322037,53.92477,166.619995
"2018-04-24",39.175652,64.924767,1022.640015,1019.97998,54.843681,67.120079,115.624901,81.311356,118.816765,124.068001,162.980774,61.32,170.324615,63.780193,28.076181,70.978676,30.812803,68.949997,117.879997,239.660004,39.644108,34.898735,47.211945,301.279999,55.346199,74.812897,46.978554,20.656107,28.370359,122.793159,98.570663,181.691483,48.381535,109.556725,174.387863,158.797714,156.660004,52.929562,128.609268,61.310802,471.623444,37.040524,216.235153,223.082428,94.35807,22.530704,39.927406,13.347588,130.302261,90.870544,59.189381,40.099998,44.889999,39.448494,234.965424,33.316048,70.900002,35.316757,28.5,34.163334,82.202538,115.494736,98.057938,41.690414,323.606659,61.799492,108.791481,103.017532,142.87262,51.169998,35.060036,162.698715,48.385605,37.32143,123.8908,61.07449,40.068996,12.806899,104.028595,105.212547,154.193817,56.110001,57.046917,61.338978,43.943707,38.619999,188.083771,31.121063,91.92337,223.050003,56.892475,65.444473,54.299606,47.515995,52.282909,9.419459,68.1427,80.749252,28.969999,29.729349,52.432354,67.963783,65.365883,41.509502,105.209999,84.352982,36.645504,83.808968,3069.090088,259.732391,55.062325,93.368217,28.424686,22.834566,103.809372,67.034569,50.385151,85.050423,29.014948,26.727501,58.33284,70.050018,262.149994,13.286571,61.619148,36.973557,118,57.414894,15.526093,240.611145,32.383198,159.260681,39.103619,66.380775,101.284378,31.053524,29.38335,42.873859,65.219536,36.779999,151.534561,111.292198,145.39389,77.580551,47.110001,70.970001,561.880005,39.294296,23.68857,79.998337,15.231729,217.940002,24.492323,35.580002,166.149765,76.333992,131.910385,77.987267,105.144943,98.764595,132.634811,196.41745,130.708328,81.473839,105.566856,45.878506,70.31395,67.524864,57.798508,227.25,22.427319,72.359245,309.072937,90.872459,58.603611,23.940001,18.875479,31.23,58.220036,46.889999,45.111996,78.28299,48.099167,215.306198,60.321438,91.344063,83.697586,114.896828,64.27726,30.553394,39.799999,15.4814,54.369625,258.929993,312,53.78899,60.347206,46.545685,53.475544,166.080002
