"","GOOGL","GOOG","V","UNP","MA","BAX","BAC","RTX","PFE","UAL","CRM","ALGN","ABT","LLY","T","TRV","INTU","SYK","BLK","MDLZ","CCI","CNP","TJX","LUMN","PNC","ALB","EW","SO","FDX","CAG","FISV","CF","BSX","MGM","NOC","AEP","GPN","BR","MSCI","CPRT","EXC","SBAC","SPG","RSG","APH","HBAN","SYY","NTAP","WELL","HOLX","LEN","AMCR","CDW","MAA","AEE","OXY","TSN","CMS","CFG","GL","CAH","CTXS","PHM","NWL","L","DXC","NRG","GPS","CL","CPB","WY","PVH","CE","DVN","LNC","DISH","ROK","RCL","MTD","GIS","NWSA","IPGP","MTB","PRGO","CVX","OKE","ETN","DFS","WRK","MHK","TSCO","DISCA","HES","BIO","REGN","PAYX","CVS","VIAC","PGR","LH"
"2018-01-02",1073.209961,1065,111.998543,126.156364,148.906738,64.610794,27.702541,74.089836,30.019215,68.940002,104.410004,224.619995,55.27018,78.516113,30.398796,121.329178,154.274948,151.780838,464.812775,39.286922,96.65052,24.635427,36.699322,12.558264,128.673965,124.382736,37.193333,40.187416,245.973465,33.761612,65.175003,38.830002,25.280001,32.119156,288.292572,64.341667,98.772087,85.692505,123.193062,43.599998,35.09668,158.456894,142.730728,62.308006,42.416199,12.504946,55.072945,49.900131,54.284443,42.869999,63.318134,10.054257,67.001236,87.725784,53.072632,64.243256,74.585678,42.242794,36.824635,87.477043,55.418217,85.72287,31.893524,26.765499,48.958534,78.34993,27.027035,30.762068,68.727707,41.996819,31.306919,138.439804,98.435257,37.963772,69.932892,50.200001,184.056488,113.678848,626.099976,51.301113,15.64435,222.339996,155.387344,84.860573,108.825432,41.680286,72.43322,70.926086,57.42086,276,72.183693,23.110001,44.896355,241.419998,382.600006,59.952175,65.70343,54.946838,47.749058,162.300003
"2018-01-03",1091.52002,1082.47998,113.113533,126.862457,150.778992,65.649643,27.609888,75.176682,30.241644,68.489998,105.290001,231.199997,55.392387,78.942642,29.696796,121.715317,154.702606,152.636368,469.716827,39.444405,96.242355,24.582674,36.038937,12.320226,128.647278,124.628624,38.196667,39.95739,249.048172,33.590649,65.705002,38.839001,25.559999,31.94663,289.624298,63.799629,100.905067,85.616989,125.064888,43.389999,34.626839,160.439697,142.068466,62.60746,42.966927,12.607727,55.191288,51.247089,54.377701,43.490002,65.652046,10.054257,68.960564,87.628891,52.799946,65.128998,73.743774,41.981876,37.24741,87.729179,55.093937,86.650742,32.753708,26.926229,49.527699,79.833664,27.008335,30.126303,68.462463,41.403072,31.58185,138.678894,98.822502,38.404274,69.609772,49.360001,186.747574,116.700714,631.539978,51.031746,15.701482,233.240005,157.130112,84.624023,109.618706,42.359062,74.986664,71.451721,58.033134,275.140015,72.727356,22.620001,46.350681,250.470001,393.779999,60.816139,65.417442,54.974705,47.723183,163.050003
"2018-01-04",1095.76001,1086.400024,113.534111,126.174934,152.729645,65.803551,27.971222,75.413696,30.307541,69.260002,106.68,233.300003,55.298374,79.294975,29.97286,121.715317,157.472794,152.588287,475.917755,39.537041,95.124413,24.609047,36.096367,12.240879,128.656158,123.143921,38.470001,39.786999,252.924896,34.139545,66.629997,39.244049,25.32,32.262936,291.418823,63.044357,102.829727,86.296486,127.033195,43.740002,34.139252,159.561752,137.912888,64.048668,42.817173,12.719069,55.713245,52.094154,53.207741,43.77,65.378609,10.054257,70.170731,85.065834,52.200054,65.094269,74.215607,41.514008,37.687443,88.098274,55.79509,87.665627,32.333172,27.120796,49.773037,81.754288,26.69972,29.735762,68.901505,41.74868,31.324659,140.880417,98.877831,38.862751,70.848457,49.380001,185.918808,115.643074,627.030029,51.622612,15.7967,236.809998,157.429642,86.175743,109.277519,42.862427,74.187553,72.161819,59.488411,275.26001,74.034058,22.129999,47.467228,248.490005,382.950012,61.386173,67.142265,53.860355,47.71455,162.460007
"2018-01-05",1110.290039,1102.22998,116.253151,127.782303,155.895767,66.54422,28.100937,76.061165,30.365211,69.360001,108.099998,241.070007,55.458187,80.268539,30.083284,121.494652,159.513962,154.818405,479.972626,40.046532,95.85199,24.50355,36.919456,12.262519,128.816284,124.562431,38.619999,39.855148,253.91803,34.247528,67.290001,39.307049,25.969999,32.483383,291.107147,62.91106,102.740433,87.3535,128.355026,43.529999,33.855572,160.666611,139.195969,63.880203,43.338913,12.830415,56.271854,53.031326,52.877102,43.98,65.99382,10.054257,70.055473,84.68708,52.163696,64.73822,74.779945,41.217098,37.860008,88.447945,55.409451,88.419533,33.011749,27.05312,49.674904,82.949524,26.868057,29.563194,68.983826,41.908203,31.280317,142.544052,99.809082,38.754871,70.992073,49.220001,186.20752,114.481544,637.349976,52.065758,15.996657,242.339996,156.866867,86.270332,109.098396,42.755657,74.757027,72.078812,59.727978,276.670013,75.769974,22,48.940315,249.050003,385.100006,61.199142,70.109261,53.470322,47.895683,166.479996
"2018-01-08",1114.209961,1106.939941,116.72261,129.556931,156.36702,66.640396,27.90637,76.783791,30.027447,68.510002,108.860001,248.899994,55.298374,79.860573,30.170055,120.841957,159.611191,156.933121,483.55249,39.842739,96.135902,24.653011,36.201649,12.428424,129.056488,129.981033,39.380001,40.212982,256.534302,33.761612,67.425003,38.451977,25.809999,31.726181,291.144897,63.461987,103.35553,87.891426,128.528732,43.549999,34.219032,160.68634,140.106567,63.796001,43.802696,12.804721,56.3909,53.752228,53.063614,44.419998,65.652046,10.054257,70.161125,84.977753,52.781769,65.293991,75.594086,41.693954,38.015308,88.710205,57.162365,87.926575,32.91618,27.137714,49.635654,82.883591,27.279541,29.336136,69.084427,42.209518,31.484301,142.195404,100.251648,38.880733,70.857445,48.900002,188.107101,114.349327,633.179993,52.23954,16.025223,258.839996,156.503815,85.276871,109.635796,43.198009,75.344864,71.534714,60.1273,279.149994,75.588745,22.370001,49.24995,251,372.519989,60.816139,69.501572,52.708847,48.042313,165.940002
"2018-01-09",1112.790039,1106.26001,116.497658,131.006363,156.592819,66.736595,28.045345,77.622055,29.994497,68.480003,109.150002,251.440002,55.392387,79.795662,29.962263,121.779655,160.614731,154.54924,487.616394,39.824219,95.541435,24.40683,36.129864,11.930709,131.521103,128.080261,39.836666,39.710327,255.665329,33.644638,68.144997,38.226944,27.959999,32.234188,293.156616,62.715576,103.980553,88.06131,129.387466,43.48,33.828972,161.337402,137.027161,63.618176,43.870319,13.044542,56.207745,53.770245,52.029305,44.220001,65.105186,10.054257,69.978638,83.682991,52.100063,65.03347,76.102913,41.127121,38.127483,89.42897,58.810097,88.139221,33.116886,26.9939,50.175385,83.773834,26.8587,29.054579,69.185028,42.227364,31.271446,140.621445,100.021141,38.242455,73.624672,48.57,188.796188,116.294662,649.98999,51.967964,16.07283,256.200012,158.763931,85.948639,109.047203,43.083614,75.298958,72.152603,59.807858,279.790009,75.81768,21.65,49.221798,256.119995,368.649994,60.40641,69.430077,51.993813,48.447689,170.539993
"2018-01-10",1110.140015,1102.609985,116.370522,129.798508,156.946259,65.822777,28.304768,77.986275,30.043926,73.080002,108.800003,248.309998,55.307781,79.832756,29.266945,121.448708,159.309158,153.357239,485.452026,39.490726,93.092552,23.967228,36.498344,12.608757,133.12262,125.735069,39.5,39.156544,255.913651,33.140732,68.504997,38.181942,27.52,32.512131,290.531036,61.755932,102.750366,87.749893,129.049728,43.52,33.642815,158.713379,136.571808,63.197052,43.242298,13.258667,56.180275,54.653355,51.469761,43.560001,66.65786,10.054257,69.479202,82.714157,51.336563,64.477722,74.937225,40.470314,38.740067,90.099182,59.651489,87.781601,32.180241,26.350988,50.253887,83.444115,26.409811,29.090912,68.43502,40.906078,30.890091,140.402283,99.735306,37.918823,74.625214,48.41,188.218842,116.209656,646.190002,51.363487,16.04427,254.529999,160.434082,85.229576,109.746674,43.274277,75.749023,73.286888,59.816734,272.089996,74.902016,22.83,49.72847,249.800003,366.459991,60.157036,69.206665,52.615986,48.025055,170.470001
"2018-01-11",1112.050049,1105.52002,117.211647,130.40242,157.986938,65.851631,28.406683,78.038292,30.118059,76.449997,109.099998,252.910004,55.685627,80.101639,29.155058,121.660149,158.812241,152.45372,491.251068,39.379562,92.001228,24.116693,36.790241,12.601543,134.786453,127.37104,39.996666,38.551643,258.950043,33.07774,68.915001,39.352058,27.43,33.652748,292.363281,61.07172,103.176956,88.193428,130.024261,44.5,34.050602,155.369247,136.447662,63.880203,43.860668,13.387143,56.061226,55.698662,51.011948,43.549999,67.937111,10.054257,69.853775,81.898445,51.036613,65.841087,73.975067,39.939468,39.085201,90.196312,60.57177,86.805374,32.992638,26.9939,50.54829,83.328712,26.755829,30.144466,68.188057,40.84359,31.031994,142.036026,102.593582,38.718918,75.625748,49.25,191.952866,118.428856,639.26001,50.890408,16.263268,258.329987,161.559616,87.03672,113.081886,44.509811,77.145134,74.107643,60.57098,271.720001,74.863861,24.01,51.342297,251.210007,368.26001,59.551361,70.618675,53.656055,48.007809,170.279999
"2018-01-12",1130.650024,1122.26001,117.456154,131.164291,159.371246,65.736206,28.897736,78.957474,30.101589,78.400002,110.239998,258.429993,55.581711,80.648712,29.490726,123.857277,160.283463,152.098053,507.333252,39.342506,91.894753,24.06394,37.460201,12.522198,135.09787,126.264618,40.276669,38.202332,259.580292,33.032753,68.610001,39.172043,27.459999,33.576077,297.652344,59.943233,102.442818,88.750252,131.114548,44.849998,34.032871,153.830338,137.010559,63.992508,44.363091,13.575574,56.207745,56.563744,50.15567,43.709999,67.634399,10.054257,69.997864,81.231293,50.463989,66.457619,73.919571,39.597561,39.275009,89.603806,62.657734,87.027695,32.954411,27.289982,51.794579,83.493584,26.839998,30.762068,68.252075,40.629326,31.271446,143.082016,102.658127,39.590927,76.049408,49.48,193.610352,120.43084,650.599976,50.680153,16.329922,258.269989,162.04071,86.856956,113.960503,44.746243,77.374763,74.245964,61.405102,274.070007,75.932121,24.33,51.173409,248.369995,366.959991,60.263912,70.40419,54.631115,48.249313,171.639999
"2018-01-16",1130.699951,1121.76001,117.749565,130.365234,159.33194,65.091736,28.944054,77.448631,30.15102,77.489998,108.889999,263.880005,55.203865,79.081718,29.346865,124.583527,158.120499,153.289993,514.15509,39.824219,93.447472,24.195818,36.65147,12.507769,136.144028,121.044571,40.023335,38.048985,257.412811,33.086742,68.754997,36.64278,26.98,34.534561,295.187256,59.978764,103.772209,88.778572,129.609329,44.32,34.103794,157.687439,136.62146,63.721115,44.097385,13.42997,56.5191,56.113182,50.240448,43.75,67.165665,10.054257,69.296715,82.014076,50.409451,65.363464,72.781631,39.822495,39.042057,88.79763,63.613071,86.950378,32.266262,26.858553,51.215588,83.303978,26.091846,29.708513,68.983826,41.459587,30.828005,140.860504,101.118347,38.889706,74.37281,47.990002,190.909943,119.694252,649.419983,51.188274,16.158529,260.290009,161.368988,85.967552,112.604225,44.84539,76.557304,72.798134,60.952557,274.48999,75.522003,24.530001,50.235134,249.110001,370.209991,60.798317,70.994019,55.188286,48.533951,171
"2018-01-17",1139.099976,1131.97998,119.304703,130.504623,161.324936,65.60154,28.888466,77.708778,30.628828,76.580002,110.040001,272.25,55.723415,79.934746,29.450764,125.815384,160.069077,154.059006,526.493103,40.630146,94.077431,24.512335,36.646683,12.572689,137.905502,120.051628,40.163334,38.381245,259.236572,33.52766,69.125,35.607674,27.25,35.023403,299.881317,60.645203,104.962723,89.826126,131.027725,44.330002,34.653427,159.285522,138.575134,63.870857,44.855854,13.498487,56.958656,57.302666,50.961075,44,69.050362,9.883846,70.574127,82.610069,50.709404,65.875816,73.318222,40.08342,39.551109,89.390114,63.674412,88.139221,32.877953,26.88393,51.372601,82.933052,25.652308,30.20804,70.136292,41.92382,31.2271,141.946365,102.123352,39.051533,74.796463,45.450001,192.343964,122.961647,656.51001,51.792755,16.387053,260.950012,162.667023,86.667725,112.902771,45.310623,76.786926,72.788895,61.467209,277.799988,76.857315,24.700001,50.685509,252.639999,374.070007,62.02747,71.047646,54.696114,49.361969,172.649994
"2018-01-18",1135.969971,1129.790039,120.409935,130.476761,162.463806,66.563431,29.166418,77.818588,30.47229,76.300003,111.769997,270.700012,55.798985,79.573135,29.690527,126.256638,160.1763,154.068604,528.967957,40.463402,94.148415,24.468376,36.967304,12.507769,137.440536,111.502846,40.573334,38.25346,259.895386,33.437679,68.970001,36.075729,27.4,34.572906,296.849548,60.245338,105.339706,89.778915,132.011887,44.599998,34.210178,159.463104,135.967529,63.552685,44.585316,13.284362,56.976967,57.04134,50.265888,43.849998,68.884361,9.883846,70.871857,81.426994,50.345825,65.467674,72.975914,39.678535,39.482086,89.030739,62.850567,88.322853,32.639019,26.469421,51.539433,82.825882,25.072485,30.662163,70.090546,41.289974,31.306919,144.147934,102.372307,38.835781,74.868568,45.16,190.937897,122.121208,653.75,51.389771,16.196617,260.75,168.966354,86.752876,112.245949,44.342026,76.750191,72.134163,60.366894,278.130005,77.162521,25.59,50.516617,252.5,371.279999,61.377266,70.913582,55.717606,49.413719,173.110001
"2018-01-19",1143.5,1137.51001,120.008904,131.238632,163.7892,67.34259,29.388779,78.564369,30.431114,76.5,111.93,269.459991,56.025688,79.267143,29.738482,126.72551,163.430496,155.029831,539.050171,40.889526,95.248627,24.441999,37.752121,12.486128,138.81752,109.706093,41.303333,37.861546,261.938843,33.986572,69.055,36.354752,27.65,34.841286,298.804688,60.209808,107.155228,90.533936,133.391632,45.669998,33.660538,163.547089,135.959259,63.824066,44.991112,13.541315,57.883537,56.8521,50.265888,43.459999,70.134308,9.883846,72.23571,82.298744,50.136772,65.606598,74.187859,39.633556,40.396667,89.506683,63.025852,89.618011,33.069107,26.410204,51.529613,83.238045,25.156658,31.615822,70.886314,42.307709,31.750359,146.508911,104.151802,38.521137,74.967728,45.259998,189.503845,121.790672,666.690002,51.783993,16.396576,263.049988,171.353607,86.932625,111.998573,44.479313,77.108421,72.226364,61.36961,279.140015,78.583702,25.709999,49.362541,254.539993,371.529999,61.893867,71.36937,53.628201,49.732845,174.389999
"2018-01-22",1164.160034,1155.810059,121.60318,131.907593,165.212799,67.525337,29.592609,78.165482,30.422878,76.870003,112.889999,267.100006,56.271297,79.220802,30.265953,128.104431,164.336594,156.221786,541.7901,41.019222,96.091537,24.43321,38.024879,12.745806,139.237778,107.360847,41.503334,37.52076,261.52832,33.986572,70.095001,36.759796,27.709999,35.579323,297.642944,60.538578,108.236588,91.411629,134.375763,45.419998,33.731457,165.381927,137.498993,63.898922,44.435558,13.729746,58.231518,57.239582,50.299801,43.240002,70.04644,9.883846,72.043617,82.948082,50.264027,67.412865,74.835457,39.732521,41.250847,90.118599,64.428177,90.700569,33.594769,26.680906,51.814198,83.839775,25.175358,32.224331,71.143753,42.539822,31.910004,147.784027,102.455292,40.283123,75.129967,46.259998,189.894943,121.535698,670.880005,52.362198,16.358488,260.75,171.335403,88.408638,113.073372,45.669086,77.485001,72.733574,61.032394,279.559998,78.15448,26.33,50.169456,254.649994,375.859985,62.080914,72.343475,54.092506,50.215862,176.259995
"2018-01-23",1176.170044,1169.969971,121.916153,131.340836,164.142685,66.948212,29.574081,78.639511,30.332258,77.970001,113.239998,272.160004,55.950127,78.275024,29.722492,134.456787,164.131989,155.664276,538.520508,41.223011,97.892708,24.688179,37.95789,12.500557,139.282516,106.859657,41.466667,37.887104,259.742676,33.941582,70.195,37.173832,27.82,35.483479,296.075134,61.107243,109.020332,91.21344,135.17659,44.990002,34.15699,165.973816,137.689377,63.898922,44.358257,13.738312,58.002586,57.527946,51.139118,42.950001,69.265205,9.875326,72.610291,84.504738,50.963905,67.230499,75.057487,40.002445,41.302608,90.108887,64.165237,90.864876,33.384506,26.773962,51.912342,84.037613,25.381098,32.206169,70.702438,42.468403,32.468742,150.503601,101.809868,40.02243,74.724358,46.330002,190.602661,120.138092,667.150024,52.379715,16.253748,263.339996,171.399017,88.929031,111.759743,46.126694,78.183052,72.595245,60.704086,278.809998,77.296066,25.700001,50.3102,254.830002,381.709991,62.339218,72.33448,53.414608,49.206707,175.779999
"2018-01-24",1171.290039,1164.23999,121.818336,131.182907,163.965897,67.467644,29.731588,78.437195,30.422878,69.050003,112.849998,272.279999,58.302242,78.163765,29.58663,135.707031,163.245361,158.115463,536.684937,41.306385,97.236107,24.740932,37.924385,12.543837,141.043991,106.292267,41.596668,37.554836,258.205353,33.833603,70.07,37.479862,27.91,36.068157,296.056213,60.849575,111.282303,90.769859,133.217941,44.720001,33.873306,166.664337,137.498993,63.758537,44.058735,13.798264,58.359726,56.707924,51.325634,42.900002,69.196854,10.011654,72.072433,84.157829,50.663963,67.352081,73.808548,39.822495,40.879841,90.400291,65.462379,90.642563,33.269814,26.418663,52.049721,83.41114,25.483973,31.679399,70.610497,42.048813,33.337883,150.762589,101.514816,40.02243,75.120972,47.73,186.673096,125.133606,672.690002,52.318398,16.272791,255.729996,171.97084,88.569489,112.07534,46.302101,77.613579,72.613701,61.005791,274.559998,76.952698,26.01,50.554146,254.410004,383.320007,60.58456,72.766106,55.002556,47.723183,174.839996
"2018-01-25",1182.140015,1170.369995,122.473648,124.130829,165.51712,68.342964,29.731588,79.63385,30.670013,66.080002,111.959999,273.559998,59.719173,78.822098,29.930286,136.488464,163.508408,159.134415,525.570679,41.195229,96.366592,24.951941,37.929176,12.825151,141.097656,110.547737,42.080002,38.014896,255.942352,34.229523,70.400002,36.372753,28.26,35.282192,306.955505,61.933628,111.312057,90.958618,133.015289,44.98,34.289963,167.986206,135.926132,64.104813,44.058735,13.746875,58.597816,56.311428,51.579971,42.900002,66.900711,10.011654,72.389381,84.059998,51.572895,66.640007,73.827049,40.488304,40.267246,90.050621,64.848862,90.855209,32.744152,20.98774,52.157665,83.963432,25.858051,31.406933,71.079391,42.370205,33.462036,152.127396,103.580147,39.474052,75.175041,47.029999,185.965393,124.585915,678.049988,52.686333,16.225182,257.640015,170.33696,89.496712,111.444122,46.202957,78.27491,74.052315,61.307476,276.769989,74.539581,25.73,50.282051,259.109985,391.839996,61.127872,73.359619,55.039707,48.094063,174.710007
"2018-01-26",1187.560059,1175.839966,123.54953,124.716209,167.235229,69.506859,29.833504,79.76683,32.136375,66.559998,113.699997,283.970001,59.908096,80.741417,30.226002,137.361786,166.061127,162.364166,535.890198,41.148907,98.158875,25.022274,38.527344,13.142533,141.866623,108.193054,42.720001,37.750797,256.71579,34.643444,71.290001,37.920914,28.42,35.512234,316.929169,61.089489,112.36367,91.949554,135.630096,45.34,34.449532,169.94928,135.520523,64.853485,44.797882,13.883915,58.716858,57.077381,51.368019,43.380001,66.26561,10.011654,72.687119,84.068901,51.736496,67.022095,74.169342,40.299355,40.508831,90.643112,65.707802,91.531784,32.992638,21.427628,52.461876,84.490974,25.624247,31.652143,67.631599,42.263077,33.56847,153.253082,102.676559,39.4291,76.445984,47.189999,189.038254,127.466118,692.299988,52.738899,16.320402,259.73999,171.88913,90.026573,111.904747,46.465614,79.441399,74.679413,62.354561,280.690002,75.445686,26.040001,50.375881,261.890015,374.359985,62.357029,73.746284,55.717606,47.29192,176.410004
"2018-01-29",1186.47998,1175.579956,122.101974,126.407204,165.477859,69.304863,29.907625,79.009514,32.144611,65.779999,113.300003,276.769989,59.804192,81.223564,29.778437,136.938919,164.862717,162.210358,524.584412,41.260067,97.449059,24.380459,38.680489,13.005484,142.358398,105.611374,42.299999,37.478161,255.608124,34.573772,71.514999,37.893902,28.33,36.451557,319.55481,60.334213,111.530334,91.373871,133.198639,44.790001,33.979691,167.226624,134.866531,64.048668,44.508018,13.901045,58.04837,56.590778,50.46088,43.75,63.529774,10.011654,72.802391,82.948082,50.79121,66.205788,73.003654,39.678535,40.336266,89.691223,65.935677,90.545914,31.950872,21.453005,52.11842,82.529137,25.119246,31.861044,67.843071,41.914894,32.876705,154.568008,102.436844,38.952652,77.257233,47.299999,186.030548,127.267822,685.789978,52.195744,16.244226,255.949997,172.270355,87.386803,109.593132,45.955761,78.614746,74.983734,60.704086,279.140015,75.445686,25.91,49.081062,263.410004,382.880005,61.306011,75.203049,54.538246,45.825642,178.110001
"2018-01-30",1177.369995,1163.689941,120.840256,125.76609,164.142685,69.016289,29.537018,78.911224,31.139578,67.010002,112.230003,270.079987,58.982368,79.823463,29.922297,136.718292,164.170929,161.921967,513.506897,41.074802,97.626534,24.459583,38.450787,12.846792,141.187042,105.31823,42.246666,38.168259,249.659256,34.25708,71.269997,37.803902,28.030001,35.569744,320.612671,60.734047,110.498543,90.996376,133.43985,44.400002,33.944221,167.414063,134.60994,63.889553,44.710918,13.7897,57.96595,56.149223,49.621559,43.130001,62.406139,10.011654,72.024399,82.690125,50.982079,64.920586,72.985168,39.876484,39.835835,88.710205,64.743706,89.589058,31.272284,21.766003,51.019329,81.605911,24.399149,31.23436,68.652145,41.423885,32.628372,155.65387,101.247421,37.325497,75.697853,47.259998,186.030548,125.860741,677.140015,51.319683,16.234703,252.770004,172.978378,85.30526,106.8209,45.368656,77.83403,73.517433,60.482243,278.339996,74.453735,24.969999,47.401562,259.200012,379.769989,61.065525,72.109688,54.231808,46.136147,177.470001
"2018-01-31",1182.219971,1169.939941,121.505371,124.037926,165.919647,69.285622,29.648203,79.78418,30.513493,67.82,113.910004,262,58.717869,75.521225,29.930286,137.821426,163.58638,158.009705,513.059387,41.130379,100.057632,24.776102,38.436424,12.846792,141.294357,105.52626,42.193333,38.432365,250.63327,34.383755,70.419998,38.199936,27.959999,34.937141,321.623169,61.116146,110.895393,90.986938,134.337173,44.07,34.139252,172.139252,135.239059,64.385559,44.817207,13.858221,57.572197,55.419315,50.842388,42.700001,61.223873,10.011654,71.832306,84.833862,51.472912,65.102951,70.413239,40.263371,39.792492,88.243973,62.920673,89.656708,30.421659,22.366621,50.685677,82.05928,24.352335,30.18989,68.256813,41.557793,33.293533,154.488327,99.726089,37.190655,74.634232,46.900002,183.711929,126.115707,675.26001,51.240837,16.291836,251.949997,173.168961,85.740479,106.923248,45.469086,77.126778,73.591217,59.124588,281.059998,72.727356,25.07,47.39217,258.529999,366.649994,61.236,70.760826,53.498192,46.662281,174.5
"2018-02-01",1181.589966,1167.699951,122.962692,122.997314,169.778046,67.284874,30.111456,79.963371,30.621576,67.150002,112.739998,255.570007,58.736767,76.411346,31.296928,137.894974,161.39418,158.394226,516.155273,42.492134,100.323822,24.371662,38.33115,12.947777,142.304733,103.266159,42.326668,37.810432,250.012573,34.03088,70.050003,37.416859,27.629999,35.301365,323.823822,60.280888,110.706894,90.769859,141.178024,43.619999,33.545292,172.36615,132.159592,64.376205,44.841366,13.995261,56.766342,56.014053,49.206139,42.580002,61.399742,10.011654,73.474701,81.6138,50.182217,66.084229,70.089439,39.732521,40.581409,88.137123,60.527939,90.304283,30.068033,23.178717,50.626797,82.009819,24.745567,29.862917,67.420158,41.76313,32.956524,153.581818,98.481354,37.954784,77.437508,47.16,185.481171,125.889069,684.109985,50.70644,16.015703,252.080002,175.047882,86.06218,107.110901,46.14888,80.699745,74.347427,58.814018,276.079987,68.139572,25.280001,47.467228,258.75,345.790009,60.14138,70.850746,54.72398,47.195187,173.039993
"2018-02-02",1119.199951,1111.900024,118.258186,120.191353,167.441437,65.938225,29.601877,77.818588,30.43866,65.68,110.779999,257.380005,58.273899,75.270874,30.425795,136.010391,159.221436,155.962265,500.748779,42.149372,99.463173,24.2222,37.551128,12.789086,141.249649,99.776649,43.943333,37.631512,244.321594,33.216522,68.775002,35.922707,27.389999,34.103245,318.090881,60.200912,107.859604,89.439201,137.52121,43.439999,33.438915,170.86673,129.568588,63.861504,44.082893,13.772571,56.024605,54.265873,49.553738,42.040001,58.644371,10.011654,72.917625,81.56044,49.891357,63.895889,68.914482,39.120693,39.896519,85.679695,59.125618,89.105759,29.341661,23.669363,49.871174,81.515251,24.520868,29.145405,66.592674,39.816917,31.643936,150.493622,96.89547,35.986012,74.85054,46.790001,180.666992,122.442276,667.159973,49.015633,15.625307,246.75,171.734833,85.532333,101.148453,44.611618,78.155495,72.825798,59.665871,270.579987,64.744026,23.809999,44.840065,254.339996,347.859985,59.755562,68.746529,51.445927,46.895702,169.660004
"2018-02-05",1062.390015,1055.800049,113.719933,115.341331,161.590042,63.023651,28.036081,73.557983,28.825687,63.400002,107.650002,242.399994,55.477806,71.849487,29.27494,130.099319,153.599701,148.416458,479.424683,40.70425,98.052406,23.659502,36.397846,12.118252,134.409378,99.436226,42.233334,37.248127,237.28421,32.257404,65.055,34.383549,26.4,33.039322,304.471527,59.072422,104.149216,85.522629,130.911911,41.709999,32.729717,165.993561,128.409653,60.773235,42.710892,13.215841,52.636379,51.193027,47.925968,40.299999,56.37756,10.011654,70.891052,79.078659,49.21875,61.577301,67.748802,38.445892,37.867889,81.551613,56.391079,86.090149,28.051392,22.095919,47.290276,79.207199,23.556507,27.755796,64.183838,39.477676,30.854609,145.692047,92.820129,34.745434,70.388725,44.73,171.858032,118.391075,635.5,47.316078,15.073042,234.240005,163.211609,82.211334,96.064598,42.919853,74.931564,69.054008,56.755348,263.350006,62.617069,22.780001,41.743767,247.229996,331.980011,57.889336,65.931946,50.220131,45.759422,163.220001
"2018-02-06",1084.430054,1080.599976,117.338783,121.854477,166.194534,64.129837,28.906996,75.043709,29.332863,63.950001,109.57,241.449997,55.600613,72.31308,29.434788,129.483414,156.736984,148.166565,488.785248,41.269341,96.313354,23.14077,36.364349,12.31301,137.959137,101.69635,42.360001,37.052177,238.888412,32.311684,65.375,35.139626,26.719999,33.432308,309.31665,57.677357,105.171036,85.75856,134.009109,41.759998,32.330791,163.754257,129.121536,60.417614,42.783352,13.301493,54.614372,52.391518,48.502464,40.389999,59.054752,10.011654,70.343605,79.336609,48.17347,61.8465,68.636955,37.933041,38.66547,81.027092,57.355183,86.138466,28.825556,24.320738,46.917362,79.083557,23.884205,29.208982,64.735474,40.299007,30.757051,146.369431,95.208183,34.502716,70.821381,43.32,175.592102,120.553604,637.280029,48.866711,15.511045,242.539993,167.976959,83.299408,99.954254,43.584198,75.941895,70.215981,57.278889,268.049988,64.171761,23.84,43.123028,246.470001,338.799988,57.629143,66.561401,49.96941,46.569794,168.669998
"2018-02-07",1055.410034,1048.579956,117.02581,119.819717,165.654541,63.052517,28.953323,76.292412,29.083429,65.360001,110.050003,234.330002,55.421131,71.135529,29.514704,130.669266,157.146194,147.714767,486.082153,40.806156,96.490799,23.17594,36.464836,12.305796,138.593994,100.835793,43.233334,36.924377,239.814606,32.474552,64.584999,35.535671,26.32,33.240597,318.912628,57.268616,105.478592,86.485252,134.848526,41.740002,32.047108,164.257324,128.194382,60.455048,42.648079,13.39571,53.506329,51.93195,47.942917,40.450001,59.513977,10.011654,65.695023,78.215828,48.346172,60.674179,67.887573,37.933041,38.873543,80.891106,57.092247,84.669327,28.586613,24.921352,46.966431,79.198967,23.743765,29.626772,64.514809,39.995476,30.615162,148.640732,93.93576,33.046371,70.767303,45.099998,175.787613,121.36573,641.960022,47.876755,15.292044,237.649994,167.895294,82.807411,98.342087,43.707802,74.968292,70.667854,57.163517,267.660004,64.257607,23.120001,41.387226,243.759995,334.609985,58.08672,66.858139,49.625816,47.036629,169.660004
