feature,mean_importance
mean1,0.0
sqreturn_correlation_ts2_lag_3,0.0
sqreturn_correlation_ts2_lag_2,0.0
sqreturn_correlation_ts2_lag_1,0.0
sqreturn_correlation_ts1_lag_3,0.0
sqreturn_correlation_ts1_lag_2,0.0
sqreturn_correlation_ts1_lag_1,0.0
sqreturn_correlation_ts1_lag_0,0.0
sqreturn_autocorrelation_ts2_lag3,0.0
sqreturn_autocorrelation_ts2_lag2,0.0
sqreturn_autocorrelation_ts2_lag1,0.0
sqreturn_autocorrelation_ts1_lag2,0.0
return_correlation_ts2_lag_3,0.0
return_correlation_ts2_lag_2,0.0
return_correlation_ts2_lag_1,0.0
price2_granger_cause_price1,0.0
return_correlation_ts1_lag_3,0.0
return_correlation_ts1_lag_1,0.0
mean2,0.0
skewness1,0.0
skewness2,0.0
return_correlation_ts1_lag_2,0.0
return_autocorrelation_1_lag2,0.0
price1_granger_cause_price2,0.0
return_autocorrelation_2_lag1,0.0
return_autocorrelation_2_lag2,0.0
return_autocorrelation_2_lag3,0.0
return_autocorrelation_1_lag3,0.00015764209045759925
return_autocorrelation_1_lag1,0.0004417308445634427
return_correlation_ts1_lag_0,0.0011434463591411092
sqreturn_autocorrelation_ts1_lag3,0.001706802536701324
sd2,0.005376634960887067
sqreturn_autocorrelation_ts1_lag1,0.008448125302106474
sd1,0.0238076758795771
kurtosis2,0.1433744189725525
kurtosis1,0.29601576441320876
