name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5287356321839081,1.9
2_DecisionTree,Decision Tree,accuracy,0.7701149425287356,7.35
3_Linear,Linear,accuracy,0.8850574712643678,7.5
4_Default_Xgboost,Xgboost,accuracy,0.896551724137931,7.62
5_Default_NeuralNetwork,Neural Network,accuracy,0.9195402298850575,3.68
6_Default_RandomForest,Random Forest,accuracy,0.896551724137931,11.02
Ensemble,Ensemble,accuracy,0.9425287356321839,0.4
