feature,mean_importance
skewness2,-0.004282052732968733
sqreturn_correlation_ts1_lag_0,-0.0021810813602439636
return_correlation_ts1_lag_0,-0.0021810813602439415
sqreturn_autocorrelation_ts1_lag1,-0.000835407784098141
return_autocorrelation_2_lag2,-0.00044583801115704035
return_autocorrelation_2_lag3,-0.00015581778140322244
sqreturn_correlation_ts2_lag_2,-4.418176029074017e-05
return_correlation_ts2_lag_2,-4.418176029070686e-05
return_autocorrelation_1_lag1,1.884963851418453e-05
return_autocorrelation_1_lag2,2.2495677992950824e-05
return_correlation_ts2_lag_3,5.0764406836156795e-05
sqreturn_correlation_ts2_lag_3,5.0764406836156795e-05
sqreturn_correlation_ts1_lag_2,0.00016450792715986263
return_correlation_ts1_lag_2,0.00016450792715986263
sqreturn_correlation_ts1_lag_3,0.00045133712855573995
return_correlation_ts1_lag_3,0.000451337128555751
return_autocorrelation_1_lag3,0.0007341325566131096
return_correlation_ts1_lag_1,0.0012699065585874525
sqreturn_correlation_ts1_lag_1,0.0012699065585874635
sqreturn_correlation_ts2_lag_1,0.0013933582032083392
return_correlation_ts2_lag_1,0.0013933582032083502
return_autocorrelation_2_lag1,0.0014249579349062235
sqreturn_autocorrelation_ts1_lag2,0.002883928706654837
price1_granger_cause_price2,0.003225552351261496
sd2,0.0038190864694152894
sqreturn_autocorrelation_ts1_lag3,0.0040786703310629726
mean1,0.004220830598793401
mean2,0.005565036546397273
sqreturn_autocorrelation_ts2_lag2,0.006243361113617063
price2_granger_cause_price1,0.008629786095860802
sqreturn_autocorrelation_ts2_lag1,0.009928700306527139
sqreturn_autocorrelation_ts2_lag3,0.01900369624276873
skewness1,0.0595892288115491
sd1,0.10914429649687965
kurtosis2,0.24207220265740953
kurtosis1,0.40168261633977453
