name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,1.84
2_DecisionTree,Decision Tree,accuracy,0.9425287356321839,6.13
3_Linear,Linear,accuracy,0.9655172413793104,5.22
4_Default_Xgboost,Xgboost,accuracy,0.9770114942528736,5.21
5_Default_NeuralNetwork,Neural Network,accuracy,0.9770114942528736,3.37
6_Default_RandomForest,Random Forest,accuracy,0.9770114942528736,8.7
Ensemble,Ensemble,accuracy,1.0,0.37
