name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,1.03
2_DecisionTree,Decision Tree,accuracy,1.0,5.35
3_Linear,Linear,accuracy,1.0,4.73
4_Default_Xgboost,Xgboost,accuracy,1.0,4.54
5_Default_NeuralNetwork,Neural Network,accuracy,1.0,2.95
6_Default_RandomForest,Random Forest,accuracy,1.0,8.31
Ensemble,Ensemble,accuracy,1.0,0.19
