feature,mean_importance
price2_granger_cause_price1,-0.002136948807486183
return_autocorrelation_2_lag2,-8.757463816955191e-06
return_correlation_ts1_lag_3,0.0
return_correlation_ts2_lag_2,0.0
sqreturn_autocorrelation_ts1_lag3,0.0
sqreturn_autocorrelation_ts2_lag3,0.0
return_autocorrelation_2_lag3,0.0
sqreturn_correlation_ts1_lag_0,0.0
return_autocorrelation_1_lag3,0.0
return_autocorrelation_1_lag2,0.0
sqreturn_correlation_ts1_lag_2,0.0
sqreturn_correlation_ts1_lag_3,0.0
sqreturn_correlation_ts2_lag_1,0.0
return_skew1,0.0
sqreturn_correlation_ts2_lag_2,0.0
sqreturn_correlation_ts2_lag_3,0.0
return_mean2,0.0
sqreturn_correlation_ts1_lag_1,0.0
return_correlation_ts2_lag_1,0.0
return_mean1,0.0006087291857291733
return_correlation_ts1_lag_1,0.000627964221197963
return_skew2,0.0009672761305995148
return_autocorrelation_1_lag1,0.0009924412458792386
return_correlation_ts2_lag_3,0.001059361504412215
return_correlation_ts1_lag_2,0.0011338883090293073
return_autocorrelation_2_lag1,0.0011998672594969006
return_correlation_ts1_lag_0,0.0015596764526147778
sqreturn_autocorrelation_ts2_lag1,0.006093278561515347
sqreturn_autocorrelation_ts2_lag2,0.012370676316063955
sqreturn_autocorrelation_ts1_lag2,0.01427240604641793
return_sd1,0.01558803114397772
return_kurtosis2,0.016126022085376158
return_sd2,0.025083460650224765
sqreturn_autocorrelation_ts1_lag1,0.034690679729669924
price1_granger_cause_price2,0.0502082097804409
return_kurtosis1,0.32386056328641954
