name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,accuracy,0.5057471264367817,9.27
2_DecisionTree,Decision Tree,accuracy,0.8850574712643678,13.2
3_Linear,Linear,accuracy,0.896551724137931,12.39
4_Default_Xgboost,Xgboost,accuracy,0.9655172413793104,12.69
5_Default_NeuralNetwork,Neural Network,accuracy,0.9080459770114943,11.12
6_Default_RandomForest,Random Forest,accuracy,0.9885057471264368,15.58
Ensemble,Ensemble,accuracy,0.9885057471264368,0.2
